"","990
095","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
096","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","35","",".",".",".",".",".",".",".","68.6","",".",".","",".","31.4",".",".",".","."
"Spec Work-Ag & Appl Economics","999
093","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"A A E
108","Dept. Total","553","3.374","35.8","22.1","20.4","6.5","3.8","1.6","0.5","5.2","",".",".","",".","2.0","1.6","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","31","3.452","38.7","25.8","25.8","6.5","3.2",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","58","3.469","37.9","31.0","27.6",".","1.7",".","1.7",".","",".",".","",".",".",".",".",".","."
"Junior","","115","3.234","33.9","23.5","18.3","8.7","12.2","1.7",".",".","",".",".","",".",".","0.9","0.9",".","."
"Senior","","189","3.351","39.2","20.6","22.8","9.0","2.6","3.7",".","0.5","",".",".","",".",".","1.1","0.5",".","."
"Undergraduates","","393","3.341","37.4","23.4","22.4","7.4","5.3","2.3","0.3","0.3","",".",".","",".",".","0.8","0.5",".","."
"Special","","23","3.164","39.1","17.4","8.7","8.7",".",".","8.7","8.7","",".",".","",".",".","8.7",".",".","."
"Graduate","","137","3.542","30.7","19.0","16.8","3.6",".",".",".","19.0","",".",".","",".","8.0","2.9",".",".","."
"","Dept. Total","553","3.374","35.8","22.1","20.4","6.5","3.8","1.6","0.5","5.2","",".",".","",".","2.0","1.6","0.4",".","."
