"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","344","3.835","82.8","12.2","2.3","0.6","0.6","",".","0.9","",".","",".",".","",".","",".","",".",".","0.6","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","70","3.759","64.3","30.0","4.3","1.4",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","112","3.750","82.1","8.9","3.6","0.9","1.8","",".","0.9","",".","",".",".","",".","",".","",".",".","1.8","."
"Junior","","65","3.862","92.3","4.6",".",".",".","",".","3.1","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","93","3.933","91.4","8.6",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","340","3.833","82.9","12.4","2.1","0.6","0.6","",".","0.9","",".","",".",".","",".","",".","",".",".","0.6","."
"Special","","9","3.917","88.9",".","11.1",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","2","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","College Total","351","3.835","83.2","12.0","2.3","0.6","0.6","",".","0.9","",".","",".",".","",".","",".","",".",".","0.6","."
