"","601
003","1","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","601
004","2","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"7th Semester Asian Language","Course Total","5","***","","","","","","","","","","","","","","","","","","","",""
"Read-Ottoman Turkish&Chagatay","644
001","2","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"LCA LANG
522","Dept. Total","191","3.791","76.4","12.0","8.9","0.5","0.5","0.5","0.5","0.5","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.616","45.0","45.0","5.0",".","5.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","35","3.766","74.3","5.7","20.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","39","3.864","76.9","17.9","5.1",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","56","3.726","78.6","7.1","7.1","1.8",".","1.8","1.8","1.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","150","3.757","72.7","14.7","9.3","0.7","0.7","0.7","0.7","0.7","",".",".","",".","",".","",".",".",".","."
"Special","","10","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","31","3.893","87.1","3.2","9.7",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","191","3.791","76.4","12.0","8.9","0.5","0.5","0.5","0.5","0.5","",".",".","",".","",".","",".",".",".","."
