"","990
116","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
117","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
119","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","54","",".",".",".",".",".","",".","",".","81.5","",".",".","",".","16.7","",".",".","1.9","."
"PATH
704","Dept. Total","192","3.665","28.1","3.6","9.4",".","1.6","",".","",".","22.9","",".","28.6","",".","4.7","",".",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","9","3.538","55.6",".","44.4",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","18","3.444","55.6",".","33.3",".","11.1","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","23","3.746","73.9",".","17.4",".","4.3","",".","",".",".","",".",".","",".",".","",".",".","4.3","."
"Undergraduates","","51","3.610","64.7",".","27.5",".","5.9","",".","",".",".","",".",".","",".",".","",".",".","2.0","."
"Graduate","","169","3.684","36.7","2.4","2.4",".",".","",".","",".","26.6","",".","27.2","",".","4.1","",".",".","0.6","."
"Prof Yr 2","","7","",".",".",".",".",".","",".","",".",".","",".","100.0","",".",".","",".",".",".","."
"Prof Yr 3","","5","***","","","","","","","","","","","","","20.0","",".","20.0","",".",".",".","."
"Prof Yr 4","","14","3.867","64.3","21.4",".",".",".","",".","",".",".","",".","7.1","",".","7.1","",".",".",".","."
"Professionals","","26","3.882","46.2","11.5",".",".",".","",".","",".",".","",".","34.6","",".","7.7","",".",".",".","."
"","Dept. Total","246","3.665","43.5","2.8","7.3",".","1.2","",".","",".","18.3","",".","22.4","",".","3.7","",".",".","0.8","."
