"NUTRITIONAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"991","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","","19","",".",".",".",".",".",".",".","84.2",".",".",".","15.8",".",".",".","."
"993
Independent Study-Nutrition","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"NUTR SCI
694","Dept. Total","","1737","3.184","32.6","17.4","23.3","11.1","8.7","1.9","0.3","2.2",".","1.8",".","0.2","0.5",".","0.1","."
