"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MEDICAL HISTORY AND BIOETH Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","",""
"Bodies, Diseases, and Healers","212
001","58","3.482","19.0","58.6","19.0","1.7",".",".",".",".",".",".",".",".",".",".","1.7","."
"History-20th C Am Medicine","218
001","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physician in Hist (Honors)","284
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"History of Modern Biology","333
001","16","3.033","12.5","12.5","43.8","18.8","6.3",".",".",".","6.3",".",".",".",".",".",".","."
"Justice and Health Care","505
001","22","3.295","27.3","40.9","18.2","9.1",".",".","4.5",".",".",".",".",".",".",".",".","."
"Health, Disease & Healing I","507
001","11","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Women & Health-Amer History","531
001","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eth & Reg Iss-Clin Investigatn","545
001","15","3.577","46.7","13.3","20.0","6.7",".",".",".","13.3",".",".",".",".",".",".",".","."
"Medical Tech in Hist Persp","550
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Ethics & Hist of Med","559
001","10","3.300","20.0","50.0","10.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Greek & Roman Med & Phcy","561
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ind Study in Med History","699
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Grad Studies in Med Ethics","734
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","999
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"MED HIST
452","Dept. Total","161","3.476","32.3","41.6","16.1","5.0","1.2",".","0.6","1.2","0.6",".",".",".","0.6",".","0.6","."
