"ALS","","","","","","","","","","","","","","","","","","","","","",""
"ENTOMOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","","",""
"ENTOM
355","Dept. Total","285","3.703","64.2","11.6","10.2","1.8","1.4","1.4","",".","3.9","",".",".","",".","5.3","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.857","78.6","14.3","7.1",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","50","3.814","76.0","12.0","12.0",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","44","3.810","79.5","9.1","6.8","2.3","2.3",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","111","3.573","60.4","16.2","13.5","3.6","1.8","3.6","",".",".","",".",".","",".",".","0.9",".",".","."
"Undergraduates","","219","3.696","68.9","13.7","11.4","2.3","1.4","1.8","",".",".","",".",".","",".",".","0.5",".",".","."
"Special","","5","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","61","3.757","50.8","3.3","6.6",".","1.6",".","",".","13.1","",".",".","",".","24.6",".",".",".","."
"","Dept. Total","285","3.703","64.2","11.6","10.2","1.8","1.4","1.4","",".","3.9","",".",".","",".","5.3","0.4",".",".","."
