"","999
040","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
046","6","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"","999
066","7","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","25","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"CS&D
252","Dept. Total","1215","3.764","74.7","12.6","5.1","2.1","1.4","0.7","0.4","0.9","",".",".","",".","0.8","1.2",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"252
CS&D","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","48","3.052","27.1","6.3","35.4","16.7","12.5","2.1",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","140","3.739","70.7","18.6","5.7","0.7","2.9","1.4",".",".","",".",".","",".",".",".",".",".","."
"Junior","","210","3.671","69.0","16.7","6.2","3.8","1.4","1.9","1.0",".","",".",".","",".",".",".",".",".","."
"Senior","","263","3.758","72.6","14.8","4.2","2.3","0.8",".","1.1",".","",".",".","",".","3.0","0.8",".","0.4","."
"Undergraduates","","661","3.669","67.8","15.6","7.4","3.5","2.3","1.1","0.8",".","",".",".","",".","1.2","0.3",".","0.2","."
"Special","","54","3.810","83.3","9.3","1.9","1.9","1.9","1.9",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","266","3.954","87.6","6.8","0.8",".",".",".",".","3.8","",".",".","",".","0.8",".",".","0.4","."
"Prof Yr 1","","86","3.760","69.8","22.1","4.7","1.2","1.2",".",".",".","",".",".","",".",".","1.2",".",".","."
"Prof Yr 2","","91","3.859","85.7","7.7","6.6",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","57","3.987","75.4","1.8",".",".",".",".",".","1.8","",".",".","",".",".","21.1",".",".","."
"Professionals","","234","3.856","77.4","11.5","4.3","0.4","0.4",".",".","0.4","",".",".","",".",".","5.6",".",".","."
"","Dept. Total","1215","3.764","74.7","12.6","5.1","2.1","1.4","0.7","0.4","0.9","",".",".","",".","0.8","1.2",".","0.2","."
