"","990
070","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
079","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"PhD Thesis-Risk&Insurance","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"Read&Rsch-Risk Mgt&Ins Phd","999
027","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"R M I
241","Dept. Total","450","3.234","34.7","21.1","23.6","8.4","7.1","3.3","0.4","1.1","",".",".","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Sophomore","","30","2.762","20.0","13.3","30.0","10.0","13.3","13.3",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","109","3.065","27.5","14.7","33.0","7.3","12.8","3.7","0.9",".","",".",".","",".","",".",".",".",".","."
"Senior","","222","3.252","34.2","24.3","22.1","10.4","5.4","3.2","0.5",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","364","3.161","31.3","20.6","25.8","9.3","8.2","4.1","0.5",".","",".",".","",".","",".",".",".",".","."
"Special","","20","3.579","60.0","10.0","15.0",".","10.0",".",".","5.0","",".",".","",".","",".",".",".",".","."
"Graduate","","63","3.583","46.0","27.0","12.7","6.3",".",".",".","6.3","",".",".","",".","",".","1.6",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","3","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","450","3.234","34.7","21.1","23.6","8.4","7.1","3.3","0.4","1.1","",".",".","",".","",".","0.2",".",".","."
