"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","100
001","22","3.909","90.9","4.5",".","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","22","3.909","95.5",".",".",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","100
003","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
004","20","3.875","85.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","100
005","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
100","21","3.643","61.9","14.3","14.3","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","21","3.857","76.2","19.0","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
008","18","3.722","61.1","27.8","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","100
009","20","3.500","60.0","15.0","5.0","5.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"","100
010","21","3.810","71.4","23.8",".","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","100
011","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Art","Course Total","226","3.832","81.0","11.1","3.1","3.1","1.8",".",".",".",".",".",".",".",".",".",".","."
"","102
001","19","3.711","57.9","36.8",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","102
002","17","3.735","58.8","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","36","3.722","58.3","33.3","5.6",".","2.8",".",".",".",".",".",".",".",".",".",".","."
"","104
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
003","15","3.733","53.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
004","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","53","3.906","83.0","15.1","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","107
001","18","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","107
002","20","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","107
003","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","107
004","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","107
005","18","3.833","72.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","107
006","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
107","19","3.237","63.2","15.8","5.3",".",".",".","15.8",".",".",".",".",".",".",".",".","."
"Introduction to Digital Forms","Course Total","136","3.827","84.6","9.6","3.7",".",".",".","2.2",".",".",".",".",".",".",".",".","."
"","112
001","20","4.000","95.0",".",".",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","112
002","21","3.810","95.2",".",".",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","112
003","20","3.700","65.0","30.0",".",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","112
004","21","3.833","76.2","19.0",".","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","112
005","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
006","20","3.800","95.0",".",".",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"Drawing I","Course Total","122","3.855","87.7","8.2",".","0.8",".","0.8","1.6","0.8",".",".",".",".",".",".",".","."
"","176
001","14","3.423","50.0","14.3","14.3","7.1",".","7.1",".","7.1",".",".",".",".",".",".",".","."
"","176
002","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
003","13","3.792","69.2","15.4",".","7.7",".",".",".","7.7",".",".",".",".",".",".",".","."
"","176
004","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Photo for Non-Majors","Course Total","50","3.750","72.0","12.0","6.0","4.0",".","2.0",".","4.0",".",".",".",".",".",".",".","."
"Current Directions in Art","208
001","107","3.911","86.9","9.3","2.8","0.9",".",".",".",".",".",".",".",".",".",".",".","."
"","212
001","14","3.571","64.3","28.6",".",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","212
002","17","3.633","47.1","17.6","23.5",".",".",".",".",".",".",".",".",".","11.8",".",".","."
"","212
003","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
004","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 30, 2017","","","","","","","","","","","","","","","","","","","Page 72 of 422"
