"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","","",""
"Language, Race, and Identity","319","001","","38","3.026","21.1","28.9","15.8","7.9","23.7","2.6",".",".",".",".",".",".",".",".",".","."
"18th-Century English Novel","336","001","","27","3.574","40.7","40.7","11.1","7.4",".",".",".",".",".",".",".",".",".",".",".","."
"Victorian Poetry","346","001","","12","3.667","41.7","50.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modernist Novel","351","001","","32","3.817","68.8","18.8","3.1","3.1",".",".",".",".",".",".",".",".","3.1","3.1",".","."
"The Anglo-Saxons","360","001","","12","2.958",".","33.3","50.0","8.3",".","8.3",".",".",".",".",".",".",".",".",".","."
"Modern and Contemp US Lit","361","001","","22","2.977","22.7","27.3","27.3","4.5","9.1",".","9.1",".",".",".",".",".",".",".",".","."
"Creative Writing: Nonfiction","407","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408","001","","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408","002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408","003","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408","004","","15","3.700","73.3","20.0",".",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Fiction","","Course Total","","58","3.879","86.2","10.3","1.7",".",".","1.7",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Poetry","409","001","","17","3.824","70.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","411","001","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to TESOL Methods","415","001","","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"History of English Language","417","001","","15","3.733","66.7","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-English Lang & Linguis","420","001","","23","3.717","73.9","4.3","13.0","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"Figure(s) in Lit before 1800","422","001","","18","3.750","88.9","5.6",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","427","001","","22","3.500","27.3","36.4","18.2","4.5",".",".",".","4.5",".",".",".",".",".",".","4.5","4.5"
"Early Works of Shakespeare","431","001","","33","3.833","60.6","30.3",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Outstanding Figure(s) in Lit","443","001","","20","3.526","50.0","10.0","25.0","10.0",".",".",".",".",".",".",".",".","5.0",".",".","."
"James Joyce","454","001","","13","3.250","15.4","46.2","15.4",".","15.4",".",".","7.7",".",".",".",".",".",".",".","."
"Topic in 19th-Century Amer Lit","456","001","","21","3.405","38.1","14.3","38.1","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in American Lit","457","001","","21","3.750","52.4","38.1","4.8",".",".",".",".",".",".",".",".",".",".","4.8",".","."
"Three American Novelists","459","001","","31","3.655","58.1","19.4","12.9",".",".","3.2",".","3.2",".",".",".",".","3.2",".",".","."
"Topic in Contemporary Lit","474","001","","34","3.969","91.2",".","2.9",".",".",".",".",".",".",".",".",".","2.9","2.9",".","."
"English Syntax","514","001","","19","3.658","36.8","57.9","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Techniques&Materials for TESOL","515","001","","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Critical Theories","561","001","","15","3.464","33.3","26.7","26.7","6.7",".",".",".","6.7",".",".",".",".",".",".",".","."
"Modern Amer Drama & Theatre","578","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lit-Jewish Identity in Amer","593","001","","13","3.385","23.1","38.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"TESOL: Teaching of Reading","616","001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL: Teaching of Writing","617","001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL: Teaching Pronunciation","618","001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","682","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"","695","001","","15","3.900","93.3",".",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","695","002","","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","695","114","","16","3.867","75.0","12.5","6.3",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"Directed Creative Writing","","Course Total","","46","3.889","84.8","6.5","4.3","2.2",".",".",".",".",".",".",".",".","2.2",".",".","."
