"ANATOMY","Section","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Human Anatomy","328
001","","2","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Neuronal Mech-Sensatn & Memory","630
001","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","675
003","","39","4.000","97.4",".","",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".","2.6","."
"","675
021","","40","4.000","100.0",".","",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Topics in Anatomy","Course Total","","79","4.000","98.7",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","1.3","."
"","990
055","","2","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
057","","2","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMY
144","Dept. Total","","86","3.983","93.0","1.2","",".","",".","",".","",".","",".","4.7","",".",".","",".","",".","",".",".","1.2","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","10","4.000","100.0",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","28","3.956","96.4","3.6","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","38","3.966","97.4","2.6","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","9","4.000","55.6",".","",".","",".","",".","",".","",".","44.4","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","","34","4.000","97.1",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","2.9","."
"Prof Yr 2","","","2","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","2","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","39","4.000","97.4",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","2.6","."
"","Dept. Total","","86","3.983","93.0","1.2","",".","",".","",".","",".","",".","4.7","",".",".","",".","",".","",".",".","1.2","."
