"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","367","3.882","84.5","13.1","1.4","0.8","",".","",".","",".","",".","",".",".","",".","",".","0.3",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","3.898","80.6","13.9","5.6",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","83","3.926","86.7","13.3",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","98","3.941","88.8","11.2",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","144","3.827","81.3","14.6","2.1","2.1","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","361","3.880","84.5","13.3","1.4","0.8","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Special","","6","4.000","83.3",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","16.7",".",".","."
"Graduate","","2","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","College Total","369","3.882","84.6","13.0","1.4","0.8","",".","",".","",".","",".","",".",".","",".","",".","0.3",".",".","."
