"","990
095","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
096","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
098","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","51","",".",".",".",".",".",".",".","98.0","",".",".","",".","2.0",".",".",".","."
"PHM SCI
718","Dept. Total","1169","3.380","44.2","17.3","17.1","7.4","4.5","0.7","0.3","4.4","",".","3.8","",".","0.1","0.2",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.156","23.5","23.5","29.4","5.9","5.9","5.9",".",".","",".",".","",".",".","5.9",".",".","."
"Sophomore","","58","3.500","48.3","25.9","12.1","8.6","3.4","1.7",".",".","",".",".","",".",".",".",".",".","."
"Junior","","65","3.576","63.1","15.4","7.7","9.2","3.1",".","1.5",".","",".",".","",".",".",".",".",".","."
"Senior","","150","3.786","79.3","10.0","4.7","2.7","1.3","0.7",".",".","",".",".","",".",".","0.7",".","0.7","."
"Undergraduates","","290","3.644","66.2","15.2","8.3","5.5","2.4","1.0","0.3",".","",".",".","",".",".","0.7",".","0.3","."
"Special","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","125","3.638","13.6","6.4","2.4",".",".",".",".","40.8","",".","36.0","",".","0.8",".",".",".","."
"Prof Yr 1","","448","3.219","37.7","19.2","25.0","9.4","7.1","1.1","0.4",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","299","3.438","44.1","21.4","20.4","9.4","4.7",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","753","3.299","40.8","19.9","23.0","9.3","6.1","0.7","0.3",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1169","3.380","44.2","17.3","17.1","7.4","4.5","0.7","0.3","4.4","",".","3.8","",".","0.1","0.2",".","0.1","."
