"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","46","3.946","89.1","10.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Mech Eng","151
001","104","3.764","63.5","27.9","6.7","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"","160
002","21","3.500","42.9","38.1",".","14.3","4.8",".",".",".",".",".",".",".",".",".",".","."
"","160
003","13","3.227","23.1","23.1","23.1",".","15.4",".",".",".",".",".",".",".","15.4",".",".","."
"Architectural Graphics","Course Total","34","3.406","35.3","32.4","8.8","8.8","8.8",".",".",".",".",".",".",".","5.9",".",".","."
"","002
170","15","3.333","26.7","40.0","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","170
003","14","3.179","14.3","35.7","28.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","004
170","21","3.425","33.3","23.8","33.3",".","4.8",".",".",".",".",".",".",".","4.8",".",".","."
"Civil Engineering Graphics","Course Total","50","3.327","26.0","32.0","26.0","8.0","6.0",".",".",".",".",".",".",".","2.0",".",".","."
"Intro Engineering Graphics","001
231","151","3.199","32.5","27.2","21.2","6.0","6.6","3.3","3.3",".",".",".",".",".",".",".",".","."
"Dynamics","240
001","74","3.068","20.3","18.9","37.8","10.8","8.1","2.7","1.4",".",".",".",".",".",".",".",".","."
"Eng. Problem Solving EES","273
001","19","3.658","73.7","15.8","5.3",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"Undergrad Mech Engr Project","291
050","27","3.977","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
015","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
062","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
093","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","306
001","49","2.898","22.4","10.2","26.5","18.4","16.3","6.1",".",".",".",".",".",".",".",".",".","."
"","306
002","40","3.125","25.0","22.5","25.0","17.5","7.5",".","2.5",".",".",".",".",".",".",".",".","."
"","306
003","50","3.020","24.0","24.0","18.0","16.0","10.0","8.0",".",".",".",".",".",".",".",".",".","."
"","306
004","30","3.183","13.3","30.0","40.0","13.3","3.3",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","169","3.038","21.9","20.7","26.0","16.6","10.1","4.1","0.6",".",".",".",".",".",".",".",".","."
"","307
001","11","3.455","18.2","63.6","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
003","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
004","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
006","10","3.550","30.0","50.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
307","9","3.444","22.2","44.4","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
008","7","3.643","28.6","71.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
009","7","3.429","57.1","28.6",".",".",".","14.3",".",".",".",".",".",".",".",".",".","."
"","307
010","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
011","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
012","7","3.786","85.7",".",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","307
013","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
014","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","119","3.676","52.1","36.1","9.2","1.7",".","0.8",".",".",".",".",".",".",".",".",".","."
"","313
001","55","3.336","27.3","34.5","23.6","7.3","7.3",".",".",".",".",".",".",".",".",".",".","."
"","002
313","59","3.449","32.2","40.7","15.3","8.5","3.4",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Processes","Course Total","114","3.395","29.8","37.7","19.3","7.9","5.3",".",".",".",".",".",".",".",".",".",".","."
"","314
001","50","3.190","14.0","34.0","34.0","12.0","6.0",".",".",".",".",".",".",".",".",".",".","."
"","314
002","52","3.269","19.2","30.8","36.5","11.5","1.9",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Fundamentals","Course Total","102","3.230","16.7","32.4","35.3","11.8","3.9",".",".",".",".",".",".",".",".",".",".","."
