"Research and Thesis","Course Total","9","",".",".",".",".",".",".",".","88.9","11.1",".","",".","",".",".",".",".","."
"","999
006","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
018","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Work","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"HIST SCI
456","Dept. Total","305","3.479","39.0","32.5","12.8","4.9","1.6","1.6","1.0","2.6","0.3",".","",".","",".","1.6",".","2.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","42","3.167","14.3","40.5","21.4","16.7","4.8","2.4",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","103","3.534","41.7","37.9","13.6","2.9","1.9","1.9",".",".",".",".","",".","",".",".",".",".","."
"Junior","","52","3.411","34.6","40.4","15.4","1.9","1.9",".","3.8",".",".",".","",".","",".","1.9",".",".","."
"Senior","","72","3.537","51.4","26.4","11.1","4.2",".","2.8","1.4",".",".",".","",".","",".","2.8",".",".","."
"Undergraduates","","269","3.452","38.7","35.7","14.5","5.2","1.9","1.9","1.1",".",".",".","",".","",".","1.1",".",".","."
"Special","","8","3.000",".","12.5",".","12.5",".",".",".",".",".",".","",".","",".",".",".","75.0","."
"Graduate","","28","3.941","53.6","7.1",".",".",".",".",".","28.6","3.6",".","",".","",".","7.1",".",".","."
"","Dept. Total","305","3.479","39.0","32.5","12.8","4.9","1.6","1.6","1.0","2.6","0.3",".","",".","",".","1.6",".","2.0","."
