"","699
003","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
007","4","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
008","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","10","3.955","90.0","10.0",".",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"LEGAL ST
535","Dept. Total","537","3.419","39.7","24.8","22.2","5.2","3.9","0.7","0.4","",".","",".",".","",".","",".","2.0","0.4","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"535
LEGAL ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","2.778","15.4","15.4","30.8","7.7","23.1","7.7",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","112","3.332","31.3","31.3","25.9","6.3","2.7","0.9","1.8","",".","",".",".","",".","",".",".",".",".","."
"Junior","","150","3.439","41.3","24.7","23.3","4.7","4.0","0.7",".","",".","",".",".","",".","",".","1.3",".",".","."
"Senior","","247","3.496","44.1","22.3","18.6","5.3","3.6","0.4",".","",".","",".",".","",".","",".","3.6","0.8","1.2","."
"Undergraduates","","522","3.417","39.8","24.7","21.8","5.4","4.0","0.8","0.4","",".","",".",".","",".","",".","2.1","0.4","0.6","."
"Special","","14","3.466","35.7","21.4","35.7",".",".",".",".","",".","",".",".","",".","",".",".",".","7.1","."
"Graduate","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","537","3.419","39.7","24.8","22.2","5.2","3.9","0.7","0.4","",".","",".",".","",".","",".","2.0","0.4","0.7","."
