"","699
005","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
006","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
012","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Project","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","963","3.712","73.2","12.1","7.4","1.8","1.5","0.6","0.4","2.0","",".",".","",".","",".","0.9",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","55","3.894","83.6","12.7",".","3.6",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","187","3.783","79.1","12.3","5.9","1.1","0.5","0.5",".",".","",".",".","",".","",".","0.5",".",".","."
"Junior","","230","3.727","79.6","7.8","7.0","0.4","2.6","0.4","0.9",".","",".",".","",".","",".","1.3",".",".","."
"Senior","","444","3.656","68.0","14.2","9.2","2.5","1.1","0.9","0.5","2.7","",".",".","",".","",".","0.9",".",".","."
"Undergraduates","","916","3.714","74.1","12.1","7.4","1.7","1.3","0.7","0.4","1.3","",".",".","",".","",".","0.9",".",".","."
"Special","","26","3.533","57.7","7.7","7.7","3.8","7.7",".",".","7.7","",".",".","",".","",".","3.8",".","3.8","."
"Graduate","","21","3.850","52.4","19.0","4.8",".",".",".",".","23.8","",".",".","",".","",".",".",".",".","."
"","Dept. Total","963","3.712","73.2","12.1","7.4","1.8","1.5","0.6","0.4","2.0","",".",".","",".","",".","0.9",".","0.1","."
