"","999
072","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
080","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
085","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","8","4.000","75.0",".",".",".",".",".",".",".",".",".","",".","12.5","12.5",".",".","."
"ANTHRO
156","Dept. Total","1795","3.468","49.0","20.9","12.5","5.8","6.0","2.0","0.5","1.9","0.1",".","",".","0.6","0.1","0.4",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","180","3.144","29.4","19.4","21.1","12.2","15.0","1.1","0.6",".",".",".","",".",".",".",".",".","1.1"
"Sophomore","","722","3.528","54.7","21.7","10.9","4.7","5.1","1.9","0.6",".",".",".","",".",".",".","0.1",".","0.1"
"Junior","","394","3.469","50.5","22.8","11.4","6.9","4.3","3.8",".",".",".",".","",".",".",".","0.3",".","."
"Senior","","397","3.456","49.4","21.2","14.4","5.5","6.5","1.3","1.0",".",".",".","",".","0.5",".",".",".","0.3"
"Undergraduates","","1693","3.456","49.8","21.6","12.9","6.2","6.3","2.1","0.5",".",".",".","",".","0.1",".","0.1",".","0.2"
"Special","","27","3.438","7.4",".","11.1",".",".",".",".","63.0",".",".","",".",".",".","18.5",".","."
"Graduate","","75","3.840","45.3","13.3","4.0",".",".",".",".","22.7","1.3",".","",".","10.7","2.7",".",".","."
"","Dept. Total","1795","3.468","49.0","20.9","12.5","5.8","6.0","2.0","0.5","1.9","0.1",".","",".","0.6","0.1","0.4",".","0.2"
