"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","630
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","630
003","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
004","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","630
006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","045
630","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"","630
046","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","630
047","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Dev School & Community","Course Total","","58","4.000","98.3",".",".",".",".",".",".",".",".",".",".",".","1.7",".",".","."
"Tchg: Geometry & Measurement","638
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","674
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","674
002","","51","3.923","66.7","7.8","2.0",".",".",".",".",".",".",".",".",".","23.5",".",".","."
"Adv Methods in Teaching ESL","Course Total","","57","3.939","70.2","7.0","1.8",".",".",".",".",".",".",".",".",".","21.1",".",".","."
"","675
002","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","675
003","","20","4.000","95.0",".",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"","675
004","","35","4.000","94.3",".",".",".",".",".",".",".",".",".",".",".","5.7",".",".","."
"","675
005","","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"","675
006","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","675
007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"General Seminar","Course Total","","82","3.985","92.7","2.4",".",".",".",".",".",".",".",".",".",".","4.9",".",".","."
"","690
019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","690
075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","3","***","","","","","","","","","","","","","","","",""
"","699
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
013","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
052","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"","699
080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
152","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","17","3.964","82.4","5.9",".",".",".",".",".",".",".",".",".",".","11.8",".",".","."
"Tech Integration Teach & Learn","713
001","","52","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"Research & Eval Paradigms","714
001","","11","4.000","63.6",".",".",".",".",".",".",".",".",".",".",".","36.4",".",".","."
"Intro to Qualitative Research","719
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"School Practicum in CS&D","720
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Life History:Theories & Methds","723
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Qual Rsch Mthds-Educ: Field II","789
001","","17","3.929","76.5",".","5.9",".",".",".",".","11.8",".",".",".",".","5.9",".",".","."
"Instruction of Mathematics","811
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Culturally Relevnt Pedagogy","844
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Curriculum Development","910
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Rsch on Math Education","942
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","975
001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 30, 2017","","","","","","","","","","","","","","","","","","","","Page 87 of 422"
