"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3763","3.547","52.4","19.7","13.9","5.9","3.3","0.3","0.2","2.4","",".","1.5","",".","0.1","0.1",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","31","3.409","41.9","19.4","22.6","6.5","3.2","3.2",".",".","",".",".","",".",".","3.2",".",".","."
"Sophomore","","94","3.556","56.4","19.1","10.6","7.4","2.1","2.1",".",".","",".",".","",".",".","2.1",".",".","."
"Junior","","85","3.569","60.0","17.6","9.4","9.4","2.4",".","1.2",".","",".",".","",".",".",".",".",".","."
"Senior","","201","3.622","67.2","12.4","6.0","6.5","5.0","1.0",".","1.0","",".",".","",".",".","0.5",".","0.5","."
"Undergraduates","","411","3.581","61.3","15.6","9.0","7.3","3.6","1.2","0.2","0.5","",".",".","",".",".","1.0",".","0.2","."
"Special","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","173","3.813","30.6","4.6","1.7",".",".",".",".","35.3","",".","26.0","",".","1.2","0.6",".",".","."
"Prof Yr 1","","832","3.265","49.0","16.0","17.1","9.9","5.5","1.0","0.4",".","",".","1.2","",".",".",".",".",".","."
"Prof Yr 2","","1261","3.429","42.5","27.4","18.5","6.7","3.2",".","0.1","1.7","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","830","3.629","61.2","20.4","11.7","2.7","2.5",".","0.4","0.7","",".","0.2","",".",".",".",".","0.2","."
"Prof Yr 4","","254","3.875","84.6","9.1","3.9","1.6","0.8",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","3177","3.540","52.5","21.1","15.2","6.0","3.4","0.3","0.2","0.9","",".","0.4","",".",".",".",".","0.1","."
"","College Total","3763","3.547","52.4","19.7","13.9","5.9","3.3","0.3","0.2","2.4","",".","1.5","",".","0.1","0.1",".","0.1","."
