"","990
128","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
129","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
130","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","49","",".",".",".",".",".",".","",".","85.7","",".",".","",".","8.2",".",".","6.1","."
"PATH
704","Dept. Total","504","3.376","31.2","20.6","16.1","7.7","4.0","1.2","",".","8.3","",".","8.9","",".","0.8","0.2","0.4","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","74","3.281","28.4","33.8","20.3","5.4","8.1","2.7","",".",".","",".",".","",".",".",".","1.4",".","."
"Senior","","155","3.537","49.7","23.2","14.2","8.4","2.6","0.6","",".",".","",".",".","",".",".","0.6","0.6",".","."
"Undergraduates","","230","3.458","43.0","26.5","16.1","7.4","4.3","1.3","",".",".","",".",".","",".",".","0.4","0.9",".","."
"Special","","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","160","3.712","36.9","3.1","2.5",".",".",".","",".","25.6","",".","27.5","",".","2.5",".",".","1.9","."
"Prof Yr 1","","137","3.142","20.4","27.0","27.0","16.1","7.3","2.2","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","5","***","","","","","","","","","","","","20.0","",".",".",".",".",".","."
"Prof Yr 4","","15","3.806","73.3","6.7","13.3",".",".",".","",".","6.7","",".",".","",".",".",".",".",".","."
"Professionals","","157","3.203","26.8","24.2","24.8","14.0","6.4","1.9","",".","1.3","",".","0.6","",".",".",".",".",".","."
"","Dept. Total","550","3.376","36.7","18.9","14.7","7.1","3.6","1.1","",".","7.8","",".","8.2","",".","0.7","0.2","0.4","0.5","."
