"","999
002","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","999
004","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","999
005","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"Independent Research","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"LSC
120","Dept. Total","686","3.555","51.6","23.5","11.8","3.6","3.5","1.0","0.7","0.7","",".","2.3","0.3","",".","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"120
LSC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","75","3.471","37.3","40.0","14.7","4.0","1.3","1.3","1.3",".","",".",".",".","",".",".",".",".","."
"Sophomore","","150","3.587","54.7","25.3","12.0","2.0","4.0","0.7","0.7",".","",".",".",".","",".","0.7",".",".","."
"Junior","","154","3.395","50.6","16.2","14.9","7.1","7.8","2.6","0.6",".","",".",".",".","",".",".",".",".","."
"Senior","","259","3.647","59.5","23.9","10.0","3.1","1.9","0.4","0.8",".","",".",".",".","",".","0.4",".",".","."
"Undergraduates","","638","3.550","53.6","24.3","12.2","3.9","3.8","1.1","0.8",".","",".",".",".","",".","0.3",".",".","."
"Special","","4","***","","","","","","","","","","","25.0",".","",".",".",".",".","."
"Graduate","","44","3.722","25.0","9.1","6.8",".",".",".",".","11.4","",".","34.1","4.5","",".","9.1",".",".","."
"","Dept. Total","686","3.555","51.6","23.5","11.8","3.6","3.5","1.0","0.7","0.7","",".","2.3","0.3","",".","0.9",".",".","."
