"INTERNATIONAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"International Business","200
001","164","3.344","31.1","33.5","20.1","7.9","4.3","1.8","0.6","0.6",".","",".",".","",".","",".","",".",".","."
"Intercultural Communctn in Bus","320
001","24","3.729","58.3","29.2","12.5",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Contemporary Topics","365
001","41","3.939","90.2","7.3","2.4",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Global Issues in Management","403
001","10","3.350","20.0","50.0","20.0",".","10.0",".",".",".",".","",".",".","",".","",".","",".",".","."
"Global Marketing Strategy","420
001","8","3.563","25.0","62.5","12.5",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Multinational Bus Finance","445
001","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Latin Amer Economc Develpmt","462
001","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","765
003","25","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","765
030","57","3.982","96.5","3.5",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","765
031","37","3.959","94.6","2.7","2.7",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Contemporary Topics","Course Total","119","3.976","96.6","2.5","0.8",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"INTL BUS
235","Dept. Total","381","3.590","60.1","21.0","11.5","3.9","2.1","0.8","0.3","0.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","33","3.168","21.2","42.4","9.1","15.2","6.1",".","3.0","3.0","",".",".","",".","",".","",".",".",".","."
"Junior","","63","3.359","47.6","22.2","17.5","7.9","3.2","1.6",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","148","3.523","47.3","30.4","15.5","2.7","2.7","1.4",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","248","3.432","43.1","30.2","15.7","5.6","3.2","1.2","0.4","0.4","",".",".","",".","",".","",".",".",".","."
"Special","","14","3.536","50.0","14.3","28.6","7.1",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","119","3.976","96.6","2.5","0.8",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","381","3.590","60.1","21.0","11.5","3.9","2.1","0.8","0.3","0.3","",".",".","",".","",".","",".",".",".","."
