"","990
014","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
015","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
028","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Research and Thesis","Course Total","6","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"E M A
346","Dept. Total","1099","2.953","24.7","18.1","24.3","11.5","11.7","4.9","2.5","1.5","0.1","0.5","",".","",".","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","2.864","18.2","18.2","40.9",".","13.6",".","9.1",".",".",".","",".","",".",".",".",".","."
"Sophomore","","301","2.878","15.6","19.6","33.9","10.0","12.6","5.3","2.7",".",".",".","",".","",".","0.3",".",".","."
"Junior","","319","2.893","22.6","20.7","23.2","15.7","10.3","5.3","1.9",".",".",".","",".","",".","0.3",".",".","."
"Senior","","384","2.993","30.5","16.4","20.1","11.7","13.3","5.5","2.3","0.3",".",".","",".","",".",".",".",".","."
"Undergraduates","","1026","2.926","23.4","18.7","25.5","12.2","12.2","5.3","2.4","0.1",".",".","",".","",".","0.2",".",".","."
"Special","","7","3.143","57.1",".","28.6",".",".",".","14.3",".",".",".","",".","",".",".",".",".","."
"Graduate","","66","3.535","40.9","10.6","4.5","1.5","6.1",".","1.5","22.7","1.5","9.1","",".","",".","1.5",".",".","."
"","Dept. Total","1099","2.953","24.7","18.1","24.3","11.5","11.7","4.9","2.5","1.5","0.1","0.5","",".","",".","0.3",".",".","."
