"","890
002","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","890
021","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","890
022","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Individual Research Thesis","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","","",""
"GREEK
428","Dept. Total","","25","3.713","52.0","12.0","4.0","",".","4.0","",".","",".","28.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","5","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","4","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","9","3.485","44.4","33.3","11.1","",".","11.1","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","15","4.000","60.0",".",".","",".",".","",".","",".","40.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","25","3.713","52.0","12.0","4.0","",".","4.0","",".","",".","28.0","",".",".","",".","",".","",".",".",".","."
