"TERM : 1174","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2016-2017","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","",""
"HUMAN DEVEL & FAMILY STUDI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","",""
"HDFS
Dept. Total
230","1086","3.625","59.9","19.6","10.2","3.2","3.2","1.1","0.4","1.3","0.1",".","",".","0.5","0.4",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","",""
"Freshmen","18","3.111","38.9","27.8",".","5.6","16.7","11.1",".",".",".",".","",".",".",".",".",".","."
"Sophomore","93","3.629","58.1","22.6","11.8","3.2","4.3",".",".",".",".",".","",".",".",".",".",".","."
"Junior","387","3.597","59.2","22.0","8.8","4.4","3.4","1.0","0.8",".",".",".","",".",".","0.5",".",".","."
"Senior","531","3.642","62.0","18.5","12.1","2.6","2.8","1.1","0.2","0.4",".",".","",".",".","0.4",".",".","."
"Undergraduates","1029","3.614","60.2","20.3","10.6","3.4","3.4","1.2","0.4","0.2",".",".","",".",".","0.4",".",".","."
"Special","8","3.857","62.5","25.0",".",".",".",".",".",".",".",".","",".",".",".",".","12.5","."
"Graduate","48","3.900","54.2","4.2","4.2",".",".",".",".","25.0","2.1",".","",".","10.4",".",".",".","."
"Prof Yr 4","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1086","3.625","59.9","19.6","10.2","3.2","3.2","1.1","0.4","1.3","0.1",".","",".","0.5","0.4",".","0.1","."
