"","990
021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
029","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
035","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","20","",".",".",".",".",".",".",".","80.0",".",".",".","20.0",".",".",".","."
"ART HIST
180","Dept. Total","763","3.413","30.9","19.3","11.9","5.0","1.8","0.5","1.6","25.2",".",".",".","0.5","1.8","0.1","1.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","48","3.270","27.1","27.1","29.2","10.4","2.1",".","2.1",".",".",".",".",".","2.1",".",".","."
"Sophomore","","109","3.410","33.9","36.7","17.4","5.5","5.5",".","0.9",".",".",".",".",".",".",".",".","."
"Junior","","114","3.348","30.7","40.4","14.9","7.0","0.9","0.9","3.5","0.9",".",".",".",".","0.9",".",".","."
"Senior","","189","3.325","40.7","20.1","20.1","9.0","3.2","1.1","2.6","1.6",".",".",".",".","1.6",".",".","."
"Undergraduates","","460","3.346","35.2","29.8","19.1","7.8","3.0","0.7","2.4","0.9",".",".",".",".","1.1",".",".","."
"Special","","190","2.949","1.6","2.1","0.5","1.1",".","0.5","0.5","88.4",".",".",".",".",".",".","5.3","."
"Graduate","","113","3.936","62.8","5.3","1.8",".",".",".",".","17.7",".",".",".","3.5","8.0","0.9",".","."
"","Dept. Total","763","3.413","30.9","19.3","11.9","5.0","1.8","0.5","1.6","25.2",".",".",".","0.5","1.8","0.1","1.3","."
