"","991
072","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","991
073","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","991
074","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research Nutrition","Course Total","29","",".",".",".",".",".",".",".","79.3","",".",".","",".","20.7","",".",".",".","."
"NUTR SCI
694","Dept. Total","1167","3.167","34.4","15.1","19.6","9.9","11.6","1.7","0.3","4.4","",".","2.4","",".","0.5","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","97","2.630","4.1","12.4","26.8","23.7","28.9","3.1",".",".","",".","1.0","",".",".","",".",".",".","."
"Sophomore","","222","3.057","22.1","19.8","26.6","12.6","16.2","1.8",".",".","",".","0.9","",".",".","",".",".",".","."
"Junior","","272","3.138","29.4","15.8","22.4","11.0","13.6","1.5","0.4",".","",".","5.9","",".",".","",".",".",".","."
"Senior","","429","3.301","46.6","16.1","16.8","7.7","7.9","2.1","0.5","0.2","",".","2.1","",".",".","",".",".",".","."
"Undergraduates","","1020","3.131","32.6","16.5","21.4","11.2","13.2","2.0","0.3","0.1","",".","2.7","",".",".","",".",".",".","."
"Special","","36","3.722","63.9","19.4","13.9","2.8",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","108","3.693","39.8","0.9","5.6","0.9",".",".",".","46.3","",".",".","",".","5.6","",".",".","0.9","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","3","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","1167","3.167","34.4","15.1","19.6","9.9","11.6","1.7","0.3","4.4","",".","2.4","",".","0.5","",".",".","0.1","."
