"BUS","","","","","","","","","","","","","","","","","","","","",""
"REAL ESTATE & URBAN LAND E Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","",""
"REAL EST
Dept. Total
239","765","3.364","34.6","30.1","21.6","8.0","4.3","0.7","0.3","0.1","",".",".","",".","",".","0.1","0.1","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","53","3.067","13.2","22.6","37.7","13.2","9.4",".",".",".","",".",".","",".","",".","1.9",".","1.9","."
"Junior","149","3.308","28.9","30.2","28.2","8.1","3.4","1.3",".",".","",".",".","",".","",".",".",".",".","."
"Senior","416","3.356","32.0","32.7","20.7","8.7","5.0","0.5","0.2","0.2","",".",".","",".","",".",".",".",".","."
"Undergraduates","618","3.319","29.6","31.2","23.9","8.9","5.0","0.6","0.2","0.2","",".",".","",".","",".","0.2",".","0.2","."
"Special","12","2.179",".",".","33.3","33.3","16.7","8.3","8.3",".","",".",".","",".","",".",".",".",".","."
"Graduate","135","3.721","60.7","27.4","9.6","1.5",".",".",".",".","",".",".","",".","",".",".","0.7",".","."
"Dept. Total","765","3.364","34.6","30.1","21.6","8.0","4.3","0.7","0.3","0.1","",".",".","",".","",".","0.1","0.1","0.1","."
