"L&S","","","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","",""
"INTL ST
504","Dept. Total","285","3.426","38.9","16.8","12.3","6.3","3.9","0.4","0.4","",".","",".","17.5","0.4","",".","0.4",".","2.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.161","31.3",".","18.8","6.3","6.3",".",".","",".","",".","25.0",".","",".",".",".","12.5","."
"Sophomore","","85","3.270","30.6","20.0","15.3","7.1","4.7","1.2","1.2","",".","",".","17.6","1.2","",".",".",".","1.2","."
"Junior","","72","3.495","38.9","20.8","4.2","9.7","4.2",".",".","",".","",".","19.4",".","",".",".",".","2.8","."
"Senior","","100","3.573","48.0","16.0","13.0","3.0","3.0",".",".","",".","",".","15.0",".","",".",".",".","2.0","."
"Undergraduates","","273","3.432","39.2","17.6","11.7","6.2","4.0","0.4","0.4","",".","",".","17.6","0.4","",".",".",".","2.6","."
"Special","","10","3.139","20.0",".","30.0","10.0",".",".",".","",".","",".","20.0",".","",".","10.0",".","10.0","."
"Graduate","","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","Dept. Total","285","3.426","38.9","16.8","12.3","6.3","3.9","0.4","0.4","",".","",".","17.5","0.4","",".","0.4",".","2.8","."
