"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Digital Media and Literacy","209
001","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Crit Aspects Teach, Schl, Educ","240
001","","58","3.948","94.8","1.7","1.7","1.7",".",".",".",".",".",".",".",".",".",".",".","."
"Videogames & Learning","277
001","","147","3.558","53.1","24.5","12.9","4.1","4.1","0.7","0.7",".",".",".",".",".",".",".",".","."
"Intro to Music Education","300
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Music Learning and Teaching 2","302
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fieldwork in Music Communities","303
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","305
001","","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"Read&Write Across Content Area","309
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
001","","23","3.783","82.6",".","8.7","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
003","","23","3.804","60.9","39.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Language Acquisition and Use","Course Total","","67","3.851","79.1","14.9","3.0","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"ESL/Bilingual Issues","312
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Becoming Lit. in/out Schools","314
001","","23","3.717","65.2","21.7","8.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Dimensions of Literacy","317
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lang Use & Acq in Early Chldhd","326
001","","23","3.804","69.6","26.1",".","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Teaching Music","337
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Cult Fndtns-Lrng & Dev","339
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Educ Practicum One","340
001","","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Drama for Teaching & Learning","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Education","364
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tching Math in Inclusive Set","365
001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem Teaching Practicum II","367
001","","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","370
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Mathematics","Course Total","","44","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Social Studies","001
371","","24","3.833","83.3","8.3","4.2",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","372
001","","21","3.667","38.1","57.1","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
002","","23","3.826","82.6","4.3","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science","Course Total","","44","3.750","61.4","29.5","6.8","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"","373
001","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
002","","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum III","Course Total","","43","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Gen Ed Pract-Diverse Learners","001
374","","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","375
002","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","375
004","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
005","","11","3.318","63.6","9.1","9.1",".",".","18.2",".",".",".",".",".",".",".",".",".","."
"","375
006","","11","3.318","63.6","9.1","9.1",".",".","18.2",".",".",".",".",".",".",".",".",".","."
