"AMERICAN INDIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","","",""
"Intro-Amer Indian Studies","100
001","151","3.500","57.0","19.2","7.9","6.0","2.6","4.0","1.3",".",".","",".",".","",".","",".","",".","2.0","."
"Literatures of Native America","172
001","21","3.881","90.5",".","4.8","4.8",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Second Semester Ojibwe","302
001","9","3.714","55.6",".","22.2",".",".",".",".",".",".","",".",".","",".","",".","",".","22.2","."
"Native Amer Envir Iss & Media","444
001","44","3.722","56.8","13.6","6.8",".","4.5",".",".","15.9",".","",".",".","",".","",".","","2.3",".","."
"","450
013","11","3.900","72.7","18.2",".",".",".",".",".","9.1",".","",".",".","",".","",".","",".",".","."
"","019
450","11","3.500","45.5","9.1","27.3","9.1",".",".",".",".",".","",".",".","",".","",".","",".","9.1","."
"Issues in Amer Ind Studies","Course Total","22","3.700","59.1","13.6","13.6","4.5",".",".",".","4.5","",".",".","",".","",".","",".",".","4.5","."
"American Indian History","490
001","27","3.480","40.7","29.6","11.1","7.4",".","3.7",".","7.4",".","",".",".","",".","",".","",".",".","."
"Directed Study","699
004","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"AMER IND
140","Dept. Total","275","3.583","58.2","16.7","8.7","4.7","2.2","2.5","0.7","3.6","",".",".","",".","",".","",".","0.4","2.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","40","3.150","27.5","30.0","15.0","15.0","7.5","2.5","2.5",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","97","3.583","66.0","15.5","7.2","3.1","1.0","5.2","1.0",".","",".",".","",".","",".","",".","1.0",".","."
"Junior","","49","3.704","69.4","14.3","10.2","4.1",".","2.0",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","64","3.719","67.2","18.8","7.8","3.1","3.1",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","250","3.572","60.8","18.4","9.2","5.2","2.4","2.8","0.8",".","",".",".","",".","",".","",".","0.4",".","."
"Special","","17","4.000","5.9",".",".",".",".",".",".","58.8","",".",".","",".","",".","",".",".","35.3","."
"Graduate","","7","3.857","85.7",".","14.3",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","275","3.583","58.2","16.7","8.7","4.7","2.2","2.5","0.7","3.6","",".",".","",".","",".","",".","0.4","2.2","."
