"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","","",""
"LAW","College Total","2362","1.362","8.6","0.2","19.3","0.0","2.8","0.1","0.0","26.7","0.0",".","",".","",".","0.1",".","0.2","1.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"LAW","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Special","","28","2.265","17.9","7.1","14.3","3.6",".",".",".","28.6",".",".","",".","",".",".",".",".","."
"Graduate","","6","3.800","50.0","33.3",".",".",".",".",".","16.7",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","711","1.266","8.6",".","27.8",".","4.5","0.1",".","0.4",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","608","1.478","7.4",".","18.1",".","1.8",".","0.2","37.7","0.2",".","",".","",".","0.2",".","0.7","2.3"
"Prof Yr 3","","871","1.322","8.4",".","12.9",".","2.2","0.1",".","40.6",".",".","",".","",".","0.1",".",".","1.3"
"Prof Yr 4","","138","1.615","10.9",".","23.2",".","2.2",".",".","26.1",".",".","",".","",".",".",".",".","."
"Professionals","","2328","1.346","8.3",".","19.4",".","2.8","0.1","0.0","26.7","0.0",".","",".","",".","0.1",".","0.2","1.1"
"","College Total","2362","1.362","8.6","0.2","19.3","0.0","2.8","0.1","0.0","26.7","0.0",".","",".","",".","0.1",".","0.2","1.1"
