"L&S","","","","","","","","","","","","","","","","","","",""
"E ASIAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","",""
"E ASIAN
Dept. Total
295","903","3.646","57.6","23.7","8.4","2.4","2.5","0.4","0.9","1.2","0.1","0.1","",".","0.4","2.0",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","54","3.752","57.4","35.2","3.7","3.7",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","181","3.580","55.8","26.0","8.3","1.7","3.9","1.1","1.1",".",".",".","",".",".","2.2",".",".","."
"Junior","205","3.681","59.0","25.9","10.7","2.9","0.5",".","1.0",".",".",".","",".",".",".",".",".","."
"Senior","377","3.607","57.3","23.6","9.3","2.9","3.7","0.5","1.1","0.3","0.3","0.3","",".",".","0.8",".",".","."
"Undergraduates","817","3.631","57.4","25.5","9.1","2.7","2.7","0.5","1.0","0.1","0.1","0.1","",".",".","0.9",".",".","."
"Special","10","3.864","80.0","10.0","10.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","74","3.882","55.4","6.8","1.4",".","1.4",".",".","13.5",".",".","",".","5.4","14.9",".","1.4","."
"Prof Yr 3","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","903","3.646","57.6","23.7","8.4","2.4","2.5","0.4","0.9","1.2","0.1","0.1","",".","0.4","2.0",".","0.1","."
