"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"Advanced Bassoon","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"417","020","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"417","120","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Horn","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"419","063","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"419","163","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Trumpet","Course Total","6","3.938","83.3","16.7",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"421
Advanced Trombone","189","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"425
Advanced Tuba","035","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"427","033","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"427","133","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Percussion","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"431","025","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"431","083","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"431","125","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"431","183","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Violin","Course Total","10","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"435
Advanced Cello","026","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"437
Advanced String Bass","098","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"439
Advanced Harp","077","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"440
Advanced Guitar","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"448","046","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"448","050","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Year Composition","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"457
Jazz Composition&Arranging","096","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"47
Basic Flute","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"49
Basic Oboe","059","5","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","024","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","033","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","047","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","062","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","083","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","089","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","098","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Senior Recital","Course Total","9","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"501","024","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"501","029","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"501","047","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Piano","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"505","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"505","061","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"505","062","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Voice","Course Total","7","3.786","71.4","14.3","14.3",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
