"","990
073","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
095","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
098","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","51","",".",".",".",".",".",".",".","37.3","",".",".","",".","62.7",".",".",".","."
"MICROBIO
192","Dept. Total","1507","3.332","45.7","16.8","19.2","5.4","6.3","1.9","0.9","1.4","",".",".","",".","2.1","0.2",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","18","3.033","27.8","33.3","11.1","11.1","5.6","11.1",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","136","3.178","31.6","19.1","24.3","11.0","11.8","1.5",".",".","",".",".","",".",".","0.7",".",".","."
"Junior","","333","3.177","38.1","19.8","21.3","6.0","8.4","3.6","2.4",".","",".",".","",".",".",".",".","0.3","."
"Senior","","795","3.354","45.4","18.5","22.0","5.4","6.3","1.4","0.8",".","",".",".","",".",".","0.3",".",".","."
"Undergraduates","","1282","3.281","41.8","19.1","21.9","6.2","7.4","2.1","1.1",".","",".",".","",".",".","0.2",".","0.1","."
"Special","","26","3.714","69.2","7.7","15.4","3.8",".",".",".","3.8","",".",".","",".",".",".",".",".","."
"Graduate","","199","3.872","67.8","3.0","2.0","0.5",".","0.5",".","10.1","",".",".","",".","16.1",".",".",".","."
"","Dept. Total","1507","3.332","45.7","16.8","19.2","5.4","6.3","1.9","0.9","1.4","",".",".","",".","2.1","0.2",".","0.1","."
