"GENDER AND WOMENS STUDIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","",""
"999
030
Independent Research","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"GEN&WS
Dept. Total
963","1086","3.630","51.4","30.8","10.8","1.7","1.0","0.5","0.9","0.6","",".","1.0","0.2","0.3","0.9",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","",""
"Freshmen","45","3.457","24.4","40.0","22.2","4.4",".",".",".",".","",".","6.7","2.2",".",".",".",".","."
"Sophomore","199","3.685","47.2","40.2","7.5","1.5",".",".",".",".","",".","2.5","0.5",".","0.5",".",".","."
"Junior","321","3.616","49.8","32.4","11.8","2.2","1.6",".","0.9",".","",".","0.3",".",".","0.9",".",".","."
"Senior","477","3.614","55.6","26.8","11.1","1.3","1.3","1.0","1.5","0.2","",".","0.4",".",".","0.8",".",".","."
"Undergraduates","1042","3.622","50.9","31.7","11.1","1.7","1.1","0.5","1.0","0.1","",".","1.1","0.2",".","0.8",".",".","."
"Special","6","3.667","50.0","33.3","16.7",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","38","3.946","65.8","7.9",".",".",".",".",".","13.2","",".",".",".","7.9","5.3",".",".","."
"Dept. Total","1086","3.630","51.4","30.8","10.8","1.7","1.0","0.5","0.9","0.6","",".","1.0","0.2","0.3","0.9",".",".","."
