"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"","990
042","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
043","4","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","45","",".",".",".",".",".",".",".","95.6","2.2",".","",".","2.2",".",".",".","."
"COM ARTS
250","Dept. Total","3269","3.252","25.2","31.7","20.9","10.0","5.2","1.3","1.4","3.6","0.0","0.2","",".","0.0","0.2","0.0","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","292","3.295","23.6","37.0","21.9","11.0","5.5","0.3","0.7",".",".",".","",".",".",".",".",".","."
"Sophomore","","721","3.325","26.9","36.5","21.8","8.7","4.2","0.6","1.2",".",".",".","",".",".","0.1",".",".","."
"Junior","","849","3.177","23.7","30.2","23.4","12.5","6.4","1.9","1.6",".",".","0.2","",".",".","0.1",".",".","."
"Senior","","1185","3.207","24.2","33.4","21.1","10.5","5.8","1.9","1.9","0.3",".","0.5","",".",".","0.2","0.1",".","0.2"
"Undergraduates","","3047","3.236","24.6","33.6","22.0","10.7","5.5","1.4","1.5","0.1",".","0.3","",".",".","0.1","0.0",".","0.1"
"Special","","30","3.123","13.3","10.0","26.7","3.3","3.3","3.3",".","33.3",".",".","",".",".",".",".","6.7","."
"Graduate","","192","3.857","35.9","5.2","2.1","1.0",".",".",".","54.2","0.5",".","",".","0.5","0.5",".",".","."
"","Dept. Total","3269","3.252","25.2","31.7","20.9","10.0","5.2","1.3","1.4","3.6","0.0","0.2","",".","0.0","0.2","0.0","0.1","0.1"
