"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","3738","3.605","59.9","20.2","9.7","4.5","2.6","0.9","0.3","1.0","0.0",".","",".","0.3","0.3",".","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","207","3.563","60.4","21.7","7.7","4.3","2.4","2.4","0.5",".",".",".","",".",".","0.5",".",".","."
"Sophomore","","567","3.602","61.7","21.2","8.5","4.8","3.4","0.2",".",".",".",".","",".",".","0.4",".",".","."
"Junior","","1180","3.608","59.9","21.9","9.2","4.4","2.7","0.8","0.4",".",".",".","",".",".","0.3",".",".","0.3"
"Senior","","1623","3.586","59.3","19.6","11.5","5.0","2.6","1.1","0.3","0.5",".",".","",".",".","0.2",".",".","."
"Undergraduates","","3577","3.595","59.9","20.7","10.0","4.7","2.7","1.0","0.3","0.2",".",".","",".",".","0.3",".",".","0.1"
"Special","","18","3.846","55.6","11.1","5.6",".",".",".",".","16.7",".",".","",".",".",".",".","11.1","."
"Graduate","","140","3.898","60.0","8.6","2.9",".",".",".",".","17.9","0.7",".","",".","7.1","2.9",".",".","."
"Prof Yr 4","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","3","3.333","66.7",".",".",".","33.3",".",".",".",".",".","",".",".",".",".",".","."
"","College Total","3738","3.605","59.9","20.2","9.7","4.5","2.6","0.9","0.3","1.0","0.0",".","",".","0.3","0.3",".","0.1","0.1"
