"Directed Reading","","","","","","","","","","","","","","","","","","","","","",""
"Art & Archaeology-Ancient Rome","704
001","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Seminar-Ancient History","801
001","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Advanced Seminar","900
001","8","3.875","75.0","25.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"CLASSICS
244","Dept. Total","661","3.292","35.1","27.1","18.3","6.5","5.0","3.9","1.4","2.3","",".",".","",".","",".","0.3",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","47","2.872","17.0","27.7","23.4","6.4","12.8","10.6","2.1",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","151","3.273","28.5","32.5","23.2","7.3","3.3","3.3","1.3",".","",".",".","",".","",".","0.7",".",".","."
"Junior","","209","3.301","37.3","27.3","17.7","5.7","5.7","4.8","1.0",".","",".",".","",".","",".","0.5",".",".","."
"Senior","","225","3.360","40.9","25.8","16.4","7.6","4.4","2.2","1.8","0.9","",".",".","",".","",".",".",".",".","."
"Undergraduates","","632","3.283","35.0","28.0","19.0","6.8","5.2","4.0","1.4","0.3","",".",".","",".","",".","0.3",".",".","."
"Special","","17","2.667","5.9",".","5.9",".",".","5.9",".","76.5","",".",".","",".","",".",".",".","5.9","."
"Graduate","","12","3.917","83.3","16.7",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","661","3.292","35.1","27.1","18.3","6.5","5.0","3.9","1.4","2.3","",".",".","",".","",".","0.3",".","0.2","."
