"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"","100
001","10","2.800",".","40.0","20.0","20.0","10.0","10.0",".",".",".",".",".",".",".",".",".","."
"","100
002","13","3.346","30.8","38.5","23.1",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"","003
100","12","3.250",".","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
004","11","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
100","11","3.182","9.1","45.5","27.3","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","100
006","11","3.409","54.5","27.3","9.1",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"","100
007","11","3.227","18.2","18.2","54.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
008","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
010","11","3.818","81.8","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
011","12","3.292","33.3","41.7",".",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"","100
012","12","3.250","8.3","41.7","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","013
100","9","3.222","33.3","22.2","22.2",".","22.2",".",".",".",".",".",".",".",".",".",".","."
"","100
014","13","3.192","7.7","53.8","15.4","15.4","7.7",".",".",".",".",".",".",".",".",".",".","."
"","100
015","12","3.625","41.7","41.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
016","12","3.350",".","58.3","25.0",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"","100
017","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
018","13","3.577","38.5","46.2","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
019","7","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
020","12","3.375","16.7","50.0","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
022","11","3.364","9.1","54.5","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
025","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
026","12","3.333","25.0","33.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
027","10","3.600","30.0","60.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
028","13","3.885","92.3",".",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
029","12","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
030","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
031","11","3.409","18.2","63.6","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","032
100","12","3.583","25.0","66.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","033
100","9","3.222","22.2","22.2","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","100
034","9","3.444",".","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
035","12","3.667","58.3","16.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
036","10","3.350","30.0","30.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Speech Composition","Course Total","363","3.490","36.6","38.0","16.5","5.0","2.5","0.6","0.3","0.6",".",".",".",".",".",".",".","."
"","105
001","20","3.600","35.0","55.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","105
002","20","3.675","35.0","65.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
003","19","3.658","31.6","68.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
004","20","3.375","15.0","50.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","105
005","19","3.579","31.6","52.6","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
006","19","3.447","26.3","47.4","15.8","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"Public Speaking","Course Total","117","3.556","29.1","56.4","11.1","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Digital Media Production","155
001","116","3.668","49.1","39.7","8.6","0.9","1.7",".",".",".",".",".",".",".",".",".",".","."
"Intro to Digital Communication","200
001","108","3.458","35.2","33.3","21.3","8.3","1.9",".",".",".",".",".",".",".",".",".",".","."
"Survey of Contemporary Media","250
001","141","2.957","12.1","27.0","28.4","18.4","8.5","0.7","3.5",".",".",".",".",".",".",".","1.4","."
"Communication & Human Behav","260
001","166","3.188","16.3","38.6","27.7","8.4","6.0","0.6","1.8","0.6",".",".",".",".",".",".",".","."
"Thry&Pract-Argument&Debate","262
001","143","3.373","33.6","37.8","14.0","8.4","2.1","1.4","2.1",".",".",".",".",".","0.7",".",".","."
"June 30, 2017","","","","","","","","","","","","","","","","","","Page 192 of 422",""
