"","990
016","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
017","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
018","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","46","",".",".",".",".",".",".",".","78.3","",".",".","",".","21.7",".",".",".","."
"SPANISH
912","Dept. Total","1791","3.511","51.4","20.1","15.5","4.4","3.7","1.0","0.7","2.2","",".",".","",".","0.6","0.2","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","106","3.318","35.8","26.4","25.5","3.8","3.8","2.8","1.9",".","",".",".","",".",".",".",".",".","."
"Sophomore","","505","3.480","48.9","21.2","19.6","4.4","3.8","1.4","0.6",".","",".",".","",".",".",".","0.2",".","."
"Junior","","462","3.436","45.2","22.5","18.4","7.4","4.3","0.9","0.6","0.2","",".",".","",".",".","0.4",".",".","."
"Senior","","583","3.595","61.6","18.0","10.8","3.1","4.1","0.7","0.7","0.5","",".",".","",".",".","0.2","0.3",".","."
"Undergraduates","","1656","3.494","51.5","20.8","16.5","4.7","4.0","1.1","0.7","0.2","",".",".","",".",".","0.2","0.2",".","."
"Special","","5","***","","","","","","","","","","",".","",".",".",".",".","20.0","."
"Graduate","","125","3.870","48.0","11.2","2.4",".",".",".",".","28.8","",".",".","",".","8.0","0.8",".","0.8","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","4","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1791","3.511","51.4","20.1","15.5","4.4","3.7","1.0","0.7","2.2","",".",".","",".","0.6","0.2","0.2","0.1","."
