"CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"641
Highway Bridges","001","","14","3.464","42.9","28.6","7.1","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"649
Specl Topic-Structural Engr","001","","10","3.611","30.0","50.0","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"669","002","","31","3.355","25.8","35.5","29.0","3.2","6.5",".",".",".",".",".",".",".",".",".",".","."
"669","003","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"669","006","","44","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"669","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics:Constructn Engr&Mgmt","Course Total","","84","3.775","72.6","13.1","10.7","1.2","2.4",".",".",".",".",".",".",".",".",".",".","."
"679
Topic-Transprtatn&City Plan","001","","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","11","4.000","63.6",".",".",".",".",".",".","18.2",".",".",".",".","18.2",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","069","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","164","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","64","3.932","84.4",".","6.3",".",".",".",".","4.7",".",".",".",".","4.7",".",".","."
"702
Grad Cooperative Educ Program","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"703
Environmental Geochemistry","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"716
Stat Modlng-Hydrolog Systms","001","","12","3.409","25.0","33.3","25.0","8.3",".",".",".",".",".",".",".",".",".","8.3",".","."
"722
Chemical Principles of Env Eng","003","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"732
Unsaturated Soil Geoengr","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"749","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"749","002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Structural Engr","Course Total","","11","3.917","72.7","18.2",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"790","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","048","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
