"","999
083","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
088","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
089","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Spec Work-Ag & Appl Economics","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"A A E
108","Dept. Total","744","3.387","40.6","21.0","16.4","6.0","5.8","0.9","1.2","5.1","",".",".","",".","1.5","0.8","0.3","0.1","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.068","36.4","9.1","13.6","13.6","27.3",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","86","3.357","40.7","19.8","25.6","7.0","2.3","1.2","2.3",".","",".",".","",".",".","1.2",".",".","."
"Junior","","156","3.403","42.3","26.3","17.9","3.2","5.8","2.6","0.6","1.3","",".",".","",".",".",".",".",".","."
"Senior","","309","3.288","37.5","23.0","17.5","9.1","8.1","0.6","1.9","1.0","",".",".","",".",".",".","0.6",".","0.6"
"Undergraduates","","573","3.321","39.3","22.9","18.7","7.3","7.3","1.2","1.6","0.9","",".",".","",".",".","0.2","0.3",".","0.3"
"Special","","6","3.250","33.3",".","16.7",".","16.7",".",".","16.7","",".",".","",".",".",".",".","16.7","."
"Graduate","","162","3.714","45.7","15.4","8.6","1.9",".",".",".","19.8","",".",".","",".","6.8","1.9",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","","",".","",".",".","66.7",".",".","."
"Professionals","","3","***","","","","","","","","","","",".","",".",".","66.7",".",".","."
"","Dept. Total","744","3.387","40.6","21.0","16.4","6.0","5.8","0.9","1.2","5.1","",".",".","",".","1.5","0.8","0.3","0.1","0.3"
