"SLAVIC (SLAVIC LANGUAGES)","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","","","","",""
"Indiv Research-Slavic Lit","Course Total","9","",".",".",".",".",".",".","",".","33.3","",".",".","",".","55.6","",".",".","11.1","."
"SLAVIC
888","Dept. Total","227","3.732","64.3","18.9","4.8","4.0","0.4","0.4","",".","4.4","",".",".","",".","2.2","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","3.446","40.0","40.0",".","10.0","10.0",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","31","3.612","54.8","22.6","9.7","9.7",".",".","",".","3.2","",".",".","",".",".","",".",".",".","."
"Junior","","47","3.610","57.4","23.4","10.6","6.4",".","2.1","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","77","3.806","72.7","20.8","3.9","2.6",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","165","3.685","63.0","23.0","6.7","5.5","0.6","0.6","",".","0.6","",".",".","",".",".","",".",".",".","."
"Special","","11","4.000","45.5",".",".",".",".",".","",".","54.5","",".",".","",".",".","",".",".",".","."
"Graduate","","50","3.936","72.0","10.0",".",".",".",".","",".","6.0","",".",".","",".","10.0","",".",".","2.0","."
"Prof Yr 3","","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","227","3.732","64.3","18.9","4.8","4.0","0.4","0.4","",".","4.4","",".",".","",".","2.2","",".",".","0.4","."
