"TERM : 1174","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2016-2017","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","",""
"LITTRANS
551","Dept. Total","621","3.459","41.9","30.4","13.8","5.0","4.0","1.6","0.8","0.5","",".",".","",".","",".","0.8","0.5","0.5","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","3.423","17.9","53.6","21.4","7.1",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","137","3.471","42.3","27.0","19.7","5.1","4.4","1.5",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","181","3.405","39.8","30.9","13.3","5.5","6.1","2.2","0.6",".","",".",".","",".","",".","1.1",".",".","0.6"
"Senior","","268","3.491","45.9","30.2","10.8","4.5","3.0","1.5","1.5","0.4","",".",".","",".","",".","1.1","1.1",".","."
"Undergraduates","","614","3.457","42.0","30.8","14.0","5.0","4.1","1.6","0.8","0.2","",".",".","",".","",".","0.8","0.5",".","0.2"
"Special","","7","4.000","28.6",".",".",".",".",".",".","28.6","",".",".","",".","",".",".",".","42.9","."
"","Dept. Total","621","3.459","41.9","30.4","13.8","5.0","4.0","1.6","0.8","0.5","",".",".","",".","",".","0.8","0.5","0.5","0.2"
