"L&S","","","","","","","","","","","","","","","","","","","",""
"FRENCH (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"FRENCH
Dept. Total
400","741","3.565","49.0","29.6","10.9","3.6","1.8","0.8","0.4","2.3","",".",".","",".","1.2","0.3",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","53","3.362","32.1","39.6","13.2","5.7","3.8","1.9","1.9",".","",".",".","",".",".","1.9",".",".","."
"Sophomore","165","3.577","43.6","33.3","18.8","3.0","1.2",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","157","3.549","46.5","31.2","12.7","5.7","2.5",".",".","0.6","",".",".","",".",".","0.6",".",".","."
"Senior","231","3.560","54.5","27.7","9.5","3.5","1.7","1.7","0.9",".","",".",".","",".",".",".",".","0.4","."
"Undergraduates","606","3.543","47.5","31.2","13.2","4.1","2.0","0.8","0.5","0.2","",".",".","",".",".","0.3",".","0.2","."
"Special","16","3.458","31.3","25.0",".","12.5",".",".",".","31.3","",".",".","",".",".",".",".",".","."
"Graduate","119","3.765","58.8","21.8","0.8",".","0.8","0.8",".","9.2","",".",".","",".","7.6",".",".",".","."
"Dept. Total","741","3.565","49.0","29.6","10.9","3.6","1.8","0.8","0.4","2.3","",".",".","",".","1.2","0.3",".","0.1","."
