"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11922","3.756","69.2","11.9","5.8","2.2","1.8","0.7","0.3","3.3","0.0","2.1","0.0","0.7","0.9","0.1","0.9","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","643","3.520","61.6","15.2","9.3","4.8","5.6","1.9","1.2",".",".",".",".",".","0.3",".",".","."
"Sophomore","","1589","3.706","71.6","13.2","8.2","2.5","2.5","1.0","0.6",".",".",".",".",".","0.4","0.1",".","0.1"
"Junior","","2171","3.721","71.6","14.3","7.0","2.3","2.1","0.8","0.4",".",".","1.1",".",".","0.6",".",".","."
"Senior","","4349","3.719","68.5","14.6","6.9","3.1","2.1","0.8","0.2","0.4",".","2.9",".",".","0.4","0.0",".","0.0"
"Undergraduates","","8752","3.705","69.3","14.3","7.3","2.9","2.4","0.9","0.4","0.2",".","1.7",".",".","0.5","0.0",".","0.0"
"Special","","382","3.869","57.3","5.2","2.9","1.0","0.8",".",".","22.5",".","0.5",".",".","1.0",".","8.4","0.3"
"Graduate","","2789","3.935","70.2","5.4","1.4","0.1","0.0",".","0.1","10.3","0.1","3.9","0.0","3.0","2.3","0.1","2.9","."
"Prof Yr 1","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 2","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","12","3.959","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","11935","3.756","69.2","11.9","5.8","2.2","1.8","0.7","0.3","3.3","0.0","2.2","0.0","0.7","0.9","0.1","0.9","0.0"
