"","999
078","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
095","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
096","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Advanced Independent Study","Course Total","18","4.000","83.3",".",".",".",".",".","",".","16.7","",".",".","",".","",".",".",".",".","."
"NURSING
692","Dept. Total","1828","3.806","65.2","15.4","6.0","0.8","0.3","0.1","",".","2.5","",".","9.7","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.875","25.0","8.3",".",".",".",".","",".",".","",".","66.7","",".","",".",".",".",".","."
"Sophomore","","62","3.977","79.0","3.2",".",".",".",".","",".",".","",".","16.1","",".","",".","1.6",".",".","."
"Junior","","286","3.788","65.7","11.9","6.6","0.7",".",".","",".",".","",".","15.0","",".","",".",".",".",".","."
"Senior","","1137","3.784","62.1","19.4","7.2","0.5","0.4","0.1","",".",".","",".","10.3","",".","",".",".",".",".","."
"Undergraduates","","1497","3.790","63.2","17.2","6.7","0.5","0.3","0.1","",".",".","",".","11.9","",".","",".","0.1",".",".","."
"Special","","17","3.776","70.6","23.5","5.9",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","297","3.878","72.7","6.4","2.7","2.4","0.3",".","",".","15.2","",".",".","",".","",".","0.3",".",".","."
"Prof Yr 4","","17","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","17","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1828","3.806","65.2","15.4","6.0","0.8","0.3","0.1","",".","2.5","",".","9.7","",".","",".","0.1",".",".","."
