"EDU","","","","","","","","","","","","","","","","","","","","",""
"ED LEADERSHP & POLICY ANAL Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","",""
"ELPA
Dept. Total
305","572","3.881","74.7","5.1","3.1","0.9","0.2","",".","0.7","7.9","",".",".","",".","4.0","3.3",".","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","19","3.526","57.9",".","31.6","10.5",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","17","3.789","94.1",".",".",".",".","",".","5.9",".","",".",".","",".",".",".",".",".","."
"Junior","21","3.942","95.2","4.8",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","41","3.635","87.8","7.3",".",".",".","",".","4.9",".","",".",".","",".",".",".",".",".","."
"Undergraduates","98","3.697","84.7","4.1","6.1","2.0",".","",".","3.1",".","",".",".","",".",".",".",".",".","."
"Special","34","3.879","82.4","8.8",".","2.9",".","",".",".",".","",".",".","",".",".","5.9",".",".","."
"Graduate","440","3.905","70.2","5.0","2.7","0.5","0.2","",".","0.2","10.2","",".",".","",".","5.2","3.9",".","1.8","."
"Prof Yr 2","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","4","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","7","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","579","3.881","73.7","5.0","3.1","0.9","0.2","",".","0.7","7.8","",".",".","",".","4.0","3.3",".","1.4","."
