"","999
091","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
092","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
095","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","26","4.000","84.6",".",".",".",".",".",".","7.7",".",".",".",".",".","3.8","3.8","."
"CURRIC
272","Dept. Total","1756","3.890","66.9","5.8","2.1","0.6","0.5","0.3","0.1","5.5","0.1","10.8","0.1","1.7","1.6","0.2","3.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","34","3.708","76.5","8.8","8.8",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"Junior","","251","3.907","78.9","8.8","1.6",".","0.8",".",".",".",".","9.2",".",".","0.8",".",".","."
"Senior","","699","3.816","66.1","8.7","3.4","1.6","1.0","0.6","0.1",".",".","18.3",".",".","0.1",".",".","."
"Undergraduates","","990","3.838","69.9","8.7","3.1","1.1","0.9","0.6","0.1",".",".","15.3",".",".","0.3",".",".","."
"Special","","126","3.991","96.8",".","0.8",".",".",".",".",".",".","1.6",".",".","0.8",".",".","."
"Graduate","","640","3.969","56.3","2.3","0.6",".",".",".",".","15.0","0.2","5.6","0.2","4.7","3.8","0.6","10.6","."
"","Dept. Total","1756","3.890","66.9","5.8","2.1","0.6","0.5","0.3","0.1","5.5","0.1","10.8","0.1","1.7","1.6","0.2","3.9","."
