"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","240
001","61","2.795","39.3","3.3","23.0","4.9","8.2","13.1","8.2",".",".",".",".",".",".",".",".","."
"","240
002","89","3.202","52.8","4.5","13.5","9.0","12.4","5.6","2.2",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","150","3.037","47.3","4.0","17.3","7.3","10.7","8.7","4.7",".",".",".",".",".",".",".",".","."
"","252
001","12","2.917","25.0","25.0","16.7","8.3","8.3","16.7",".",".",".",".",".",".",".",".",".","."
"","252
002","124","3.274","41.9","23.4","13.7","10.5","3.2","4.0","3.2",".",".",".",".",".",".",".",".","."
"","252
003","69","3.485","42.0","31.9","11.6","5.8","7.2",".",".",".",".",".",".",".","1.4",".",".","."
"Intro to Computer Engineering","Course Total","205","3.324","41.0","26.3","13.2","8.8","4.9","3.4","2.0",".",".",".",".",".","0.5",".",".","."
"Fund of Human-Comp Interaction","270
001","12","3.583","58.3","16.7","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study in Comp Sci","298
112","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","301
001","147","3.347","32.0","31.3","21.8","8.2","2.0","0.7","2.0","1.4",".",".",".",".",".","0.7",".","."
"","301
002","146","3.247","34.2","25.3","16.4","12.3","6.2","2.1","2.1",".",".",".",".",".",".",".","0.7","0.7"
"Intro Data Programming","Course Total","293","3.297","33.1","28.3","19.1","10.2","4.1","1.4","2.0","0.7",".",".",".",".",".","0.3","0.3","0.3"
"","302
001","174","3.138","27.6","14.4","35.1","11.5","4.0","4.0","1.1","1.7",".",".",".",".","0.6",".",".","."
"","302
002","174","3.129","31.6","13.8","26.4","13.8","7.5","4.0","1.1","1.7",".",".",".",".",".",".",".","."
"","003
302","159","2.978","22.0","13.8","28.3","24.5","6.3","2.5","2.5",".",".",".",".",".",".",".",".","."
"","004
302","82","3.122","22.0","20.7","32.9","15.9","4.9","3.7",".",".",".",".",".",".",".",".",".","."
"Introduction to Programming","Course Total","589","3.089","26.5","14.9","30.4","16.3","5.8","3.6","1.4","1.0",".",".",".",".","0.2",".",".","."
"","304
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
005","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
009","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
010","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
012","5","***","","","","","","","","","",".",".",".",".",".",".","."
"WES-CS Group Meeting","Course Total","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","310
001","143","3.199","28.0","20.3","30.8","11.9","4.9","0.7","2.1",".",".",".",".",".","0.7","0.7",".","."
"","310
002","123","3.192","27.6","14.6","36.6","11.4","5.7",".","1.6",".",".",".",".",".","1.6","0.8",".","."
"Prob Solvng Using Computers","Course Total","266","3.195","27.8","17.7","33.5","11.7","5.3","0.4","1.9",".",".",".",".",".","1.1","0.8",".","."
"","352
001","26","3.060","26.9","23.1","19.2","11.5","3.8","11.5",".",".",".",".",".",".",".",".","3.8","."
"","002
352","9","2.333","11.1",".","22.2","22.2","33.3",".","11.1",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","35","2.868","22.9","17.1","20.0","14.3","11.4","8.6","2.9",".",".",".",".",".",".",".","2.9","."
"","354
001","126","2.832","23.0","12.7","19.8","14.3","22.2","4.8","2.4",".",".",".",".",".","0.8",".",".","."
"","354
002","130","2.756","26.9","10.0","14.6","21.5","15.4","2.3","8.5",".",".",".",".",".","0.8",".",".","."
"","354
003","111","3.650","49.5","36.9","8.1",".",".",".","1.8",".",".",".",".",".","3.6",".",".","."
"Machine Organizatn&Progrmng","Course Total","367","3.047","32.4","19.1","14.4","12.5","13.1","2.5","4.4",".",".",".",".",".","1.6",".",".","."
"","001
367","216","2.912","15.7","13.9","33.3","18.5","15.3","1.4","1.4","0.5",".",".",".",".",".",".",".","."
"","367
002","197","2.926","16.8","12.7","33.5","20.3","14.7","0.5","1.5",".",".",".",".",".",".",".",".","."
"","003
367","126","2.905","19.0","13.5","26.2","21.4","15.9","3.2","0.8",".",".",".",".",".",".",".",".","."
"Intro to Data Structures","Course Total","539","2.915","16.9","13.4","31.7","19.9","15.2","1.5","1.3","0.2",".",".",".",".",".",".",".","."
"","368
001","63","",".",".",".",".",".",".",".",".",".","96.8","1.6",".",".","1.6",".","."
"","368
003","82","",".",".",".",".",".",".",".",".",".","98.8","1.2",".",".",".",".","."
"Learn a Programming Language","Course Total","145","",".",".",".",".",".",".",".",".",".","97.9","1.4",".",".","0.7",".","."
"Tech:Computer-Based Bus Sys","371
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Introducing Comp Sci to K-12","402
001","48","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 30, 2017","","","","","","","","","","","","","","","","","","Page 201 of 422",""
