"","999
077","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
081","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
084","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
098","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","31","3.977","67.7","3.2",".",".",".",".",".","19.4","",".",".","",".","3.2","3.2",".","3.2","."
"HISTORY
448","Dept. Total","2364","3.518","41.8","24.0","13.2","4.6","2.3","0.3","0.8","9.4","",".",".","",".","0.8","1.1","0.3","1.3","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","164","3.346","33.5","28.7","20.1","9.1","4.9","0.6","1.2",".","",".",".","",".",".","0.6","1.2",".","."
"Sophomore","","498","3.485","43.4","28.5","16.9","6.6","2.8","0.4","0.8","0.2","",".",".","",".",".","0.2","0.2",".","."
"Junior","","527","3.507","43.1","32.1","14.4","4.2","2.3","0.6","1.3","0.4","",".",".","",".",".","1.1","0.2","0.2","0.2"
"Senior","","759","3.531","49.0","24.9","14.9","5.1","2.6","0.3","0.9","0.5","",".",".","",".","0.1","1.2","0.1","0.1","0.1"
"Undergraduates","","1948","3.495","44.7","28.1","15.7","5.6","2.8","0.4","1.0","0.4","",".",".","",".","0.1","0.9","0.3","0.1","0.1"
"Special","","204","3.784","9.3","2.9","1.5",".",".",".",".","71.1","",".",".","",".",".","0.5","1.5","13.2","."
"Graduate","","212","3.914","46.7","6.6","1.4",".",".",".",".","33.5","",".",".","",".","8.0","3.3",".","0.5","."
"","Dept. Total","2364","3.518","41.8","24.0","13.2","4.6","2.3","0.3","0.8","9.4","",".",".","",".","0.8","1.1","0.3","1.3","0.1"
