"EDU","","","","","","","","","","","","","","","","","","","","","","",""
"THEATRE AND DRAMA","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","","","",""
"THEATRE
942","Dept. Total","698","3.677","64.0","22.8","6.4","3.7","1.0","1.3","0.3","",".","",".",".","",".","",".","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","3.614","56.8","29.5","6.8","4.5",".","2.3",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","135","3.700","73.3","14.1","5.2","4.4","0.7","1.5","0.7","",".","",".",".","",".","",".",".",".",".","."
"Junior","","180","3.654","59.4","26.7","7.2","5.0",".","1.1","0.6","",".","",".",".","",".","",".",".",".",".","."
"Senior","","282","3.671","62.8","24.1","5.3","3.2","2.1","1.4",".","",".","",".",".","",".","",".","1.1",".",".","."
"Undergraduates","","641","3.668","63.7","23.1","5.9","4.1","1.1","1.4","0.3","",".","",".",".","",".","",".","0.5",".",".","."
"Special","","4","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","53","3.786","69.8","18.9","11.3",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","698","3.677","64.0","22.8","6.4","3.7","1.0","1.3","0.3","",".","",".",".","",".","",".","0.4",".",".","."
