"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","102
001","11","2.682","9.1","27.3","27.3",".","18.2","18.2",".",".",".",".",".",".",".",".",".","."
"","102
002","20","3.158","30.0","20.0","20.0",".","25.0",".",".","5.0",".",".",".",".",".",".",".","."
"","102
003","17","3.125","29.4","11.8","23.5","11.8","17.6",".",".","5.9",".",".",".",".",".",".",".","."
"","004
102","17","2.794",".","23.5","41.2","5.9","29.4",".",".",".",".",".",".",".",".",".",".","."
"","005
102","18","3.294","27.8","27.8","22.2","5.6","11.1",".",".",".",".",".",".",".","5.6",".",".","."
"","102
006","15","3.367","33.3","20.0","40.0",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","102
007","16","3.313","43.8","12.5","25.0",".","18.8",".",".",".",".",".",".",".",".",".",".","."
"","102
008","15","2.433",".","13.3","20.0","33.3","26.7",".","6.7",".",".",".",".",".",".",".",".","."
"Second Semester Spanish","Course Total","129","3.040","22.5","19.4","27.1","7.0","19.4","1.6","0.8","1.6",".",".",".",".","0.8",".",".","."
"","203
001","14","3.179","28.6","28.6","21.4","7.1","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"","203
002","7","3.214","14.3","42.9","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","203
003","9","3.111","22.2","22.2","44.4",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"","203
004","12","2.917","25.0","16.7","25.0","16.7","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"","203
005","11","3.500","54.5","27.3","9.1",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"","203
006","16","2.656",".","12.5","43.8","18.8","18.8","6.3",".",".",".",".",".",".",".",".",".","."
"","203
008","15","3.800","73.3","20.0",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","203
010","13","3.269","23.1","15.4","53.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","011
203","12","3.458","50.0","8.3","33.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","012
203","14","3.429","28.6","28.6","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
013","10","2.900","20.0","30.0","10.0","10.0","20.0","10.0",".",".",".",".",".",".",".",".",".","."
"","203
014","14","3.179","28.6","7.1","50.0",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","147","3.221","31.3","20.4","30.6","6.1","7.5","3.4","0.7",".",".",".",".",".",".",".",".","."
"","204
001","8","3.438","75.0","12.5",".",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"","204
003","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
004","13","3.846","84.6","7.7",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","204
005","15","3.733","73.3","13.3","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","204
006","13","3.462","38.5","30.8","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","204
007","14","3.429","14.3","57.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
008","15","3.300","26.7","33.3","26.7",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"","204
009","13","3.462","38.5","30.8","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","204
010","16","3.531","50.0","25.0","12.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","011
204","14","3.393","21.4","50.0","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
012","15","3.567","46.7","26.7","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","204
015","12","3.125","33.3","16.7","25.0","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","156","3.497","44.9","28.8","15.4","6.4","3.2","0.6","0.6",".",".",".",".",".",".",".",".","."
"","001
223","121","3.067","28.9","16.5","28.9","9.9","6.6","3.3","4.1",".",".",".",".",".",".","0.8","0.8","."
"","223
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","125","3.073","30.4","16.0","28.0","9.6","6.4","4.0","4.0",".",".",".",".",".",".","0.8","0.8","."
"","224
001","89","3.478","46.1","19.1","24.7","6.7","2.2","1.1",".",".",".",".",".",".",".",".",".","."
"","002
224","23","3.636","30.4","60.9","4.3",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"Intro-Hispanic Literatures","Course Total","112","3.509","42.9","27.7","20.5","5.4","1.8","0.9",".",".",".",".",".",".","0.9",".",".","."
"","226
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
226","15","3.700","53.3","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
003","17","3.824","94.1",".",".",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","226
005","14","3.500","35.7","50.0",".","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"June 30, 2017","","","","","","","","","","","","","","","","","","Page 319 of 422",""
