"Ways of Knowing:Med&Society","152
001","","19","4.000","100.0",".",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Intro-Int'l Issues Ag&Life Sci","165
001","","33","3.879","84.8","6.1","9.1",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"WISE Seminar","175
001","","31","4.000","100.0",".",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"World Hunger & Malnutrition","350
001","","3","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTER-AG
494","Dept. Total","","86","3.924","91.9","4.7","3.5","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","9","3.833","77.8","11.1","11.1","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","53","3.945","94.3","3.8","1.9","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","22","3.904","90.9","4.5","4.5","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","2","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","86","3.924","91.9","4.7","3.5","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","86","3.924","91.9","4.7","3.5","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
