"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Intermediate Algebra","101
001","20","2.275","20.0","5.0","20.0","10.0","15.0","15.0","15.0",".",".",".",".",".",".",".",".","."
"","112
001","50","2.690","18.0","10.0","22.0","16.0","26.0","4.0","4.0",".",".",".",".",".",".",".",".","."
"","112
002","49","2.939","24.5","10.2","36.7","6.1","16.3","2.0","4.1",".",".",".",".",".",".",".",".","."
"","112
003","53","2.481","20.8","7.5","17.0","13.2","20.8","13.2","7.5",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","152","2.697","21.1","9.2","25.0","11.8","21.1","6.6","5.3",".",".",".",".",".",".",".",".","."
"","113
001","47","2.713","12.8","12.8","21.3","23.4","25.5","2.1","2.1",".",".",".",".",".",".",".",".","."
"","113
002","38","2.608","10.5","7.9","23.7","21.1","26.3","7.9",".",".",".",".",".",".","2.6",".",".","."
"","113
003","24","2.792","20.8","20.8","16.7","4.2","25.0","12.5",".",".",".",".",".",".",".",".",".","."
"","113
004","22","2.643","9.1","13.6","13.6","36.4","13.6","9.1",".","4.5",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","131","2.686","13.0","13.0","19.8","21.4","23.7","6.9","0.8","0.8",".",".",".",".","0.8",".",".","."
"Algebra and Trigonometry","114
001","70","2.679","27.1","11.4","21.4","7.1","15.7","5.7","11.4",".",".",".",".",".",".",".",".","."
"","130
001","32","3.406","37.5","31.3","18.8","6.3","3.1","3.1",".",".",".",".",".",".",".",".",".","."
"","130
003","24","3.542","54.2","16.7","16.7","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"Math for","Course Total","56","3.464","44.6","25.0","17.9","7.1","3.6","1.8",".",".",".",".",".",".",".",".",".","."
"","131
001","14","3.143","21.4","28.6","21.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"","131
002","21","3.381","38.1","9.5","47.6",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Math for Tchng:","Course Total","35","3.286","31.4","17.1","37.1","5.7","8.6",".",".",".",".",".",".",".",".",".",".","."
"Prob Solvng: Alg, Prob & Stats","132
001","36","3.375","30.6","30.6","27.8","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"Algebraic Reasong-Teachng Math","135
001","8","3.250","37.5",".","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematics for Teaching","138
001","8","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","141
001","37","2.838","21.6","16.2","18.9","10.8","24.3","8.1",".",".",".",".",".",".",".",".",".","."
"","211
001","191","2.897","27.7","7.3","25.1","7.9","27.7","1.0","2.6",".",".",".",".",".","0.5",".",".","."
"","211
002","249","2.820","17.7","19.7","26.1","11.2","14.5","4.8","5.2",".",".",".",".",".","0.8",".",".","."
"Calculus","Course Total","440","2.854","22.0","14.3","25.7","9.8","20.2","3.2","4.1",".",".",".",".",".","0.7",".",".","."
"Calc/Intro-Differntl Equats","213
001","113","2.938","14.2","15.9","33.6","23.0","10.6","1.8","0.9",".",".",".",".",".",".",".",".","."
"","217
001","169","2.911","14.8","14.8","31.4","21.9","14.2","1.2","1.2",".",".",".",".",".","0.6",".",".","."
"","002
217","207","2.670","15.5","10.1","24.2","12.1","29.5","6.8","1.4",".",".",".",".",".","0.5",".",".","."
"Calc with Algebra & Trig II","Course Total","376","2.778","15.2","12.2","27.4","16.5","22.6","4.3","1.3",".",".",".",".",".","0.5",".",".","."
"","221
001","194","2.655","23.2","5.2","23.2","12.4","23.2","7.7","5.2",".",".",".",".",".",".",".",".","."
"","221
002","190","2.487","17.9","4.2","26.8","11.6","20.0","11.6","7.4",".",".",".",".",".","0.5",".",".","."
"Calculus&Analytic Geometry 1","Course Total","384","2.572","20.6","4.7","25.0","12.0","21.6","9.6","6.3",".",".",".",".",".","0.3",".",".","."
"","001
222","258","2.845","22.1","12.8","28.3","9.7","18.2","5.8","3.1",".",".",".",".",".",".",".",".","."
"","222
002","206","2.663","18.9","7.8","25.7","17.5","15.5","10.2","3.9",".",".",".",".",".",".",".",".","0.5"
"","222
003","264","2.799","17.8","17.4","22.0","13.6","20.8","6.1","2.3",".",".",".",".",".",".",".",".","."
"","222
004","204","2.869","21.6","15.2","22.5","16.7","14.7","7.4","1.5",".",".",".",".",".","0.5",".",".","."
"Calculus&Analytic Geometry 2","Course Total","932","2.797","20.1","13.5","24.7","14.1","17.6","7.2","2.7",".",".",".",".",".","0.1",".",".","0.1"
"","228
033","15","3.600","40.0","46.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","228
034","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
053","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
054","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","39","3.846","76.9","17.9","2.6","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"","234
001","197","2.860","23.4","11.7","23.9","12.2","22.8","4.1","2.0",".",".",".",".",".",".",".",".","."
"","234
002","314","3.032","29.6","11.8","29.0","9.9","14.0","3.8","1.9",".",".",".",".",".",".",".",".","."
