"SOCIAL WORK","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","",""
"","840
001","30","3.867","80.0","16.7",".","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"","840
002","31","3.790","67.7","22.6","9.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","840
010","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","840
011","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","840
012","13","3.692","46.2","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","840
020","24","3.542","25.0","58.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Macro Practice","Course Total","134","3.791","66.4","26.1","6.7","0.7",".",".",".",".",".",".",".",".",".",".",".","."
"Crises Intervention-Soc Wrk","854
001","22","3.909","90.9","4.5",".","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","860
001","22","3.795","68.2","22.7","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","860
002","22","3.432","18.2","59.1","13.6","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","860
003","26","3.865","76.9","19.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Recent Developmnts-Soc Work","Course Total","70","3.707","55.7","32.9","8.6","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"Recent Developmnts-Soc Work","861
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assessing and Treating Adults","870
001","32","3.750","53.1","43.8","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nonprofit Leadership","887
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","924
001","19","3.500","26.3","47.4","15.8","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"","924
030","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Family Problems & Soc Work","Course Total","27","3.558","33.3","44.4","14.8","3.7",".",".",".","3.7",".",".",".",".",".",".",".","."
"","929
001","28","3.982","96.4","3.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","929
002","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
929","11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","929
011","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","929
020","23","3.587","30.4","56.5","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Social Work & Substance Abuse","Course Total","98","3.842","73.5","21.4","5.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Student Research Seminar","947
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PhD Proseminar","951
001","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"PhD Proseminar","952
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
031","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis-Research","Course Total","11","",".",".",".",".",".",".",".","90.9",".",".",".","9.1",".",".",".","."
"","999
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
051","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","5","***","","","","","","","","","","","","","","","",""
