"ASTRONOMY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","",""
"103","001","","197","2.694","14.7","19.3","23.4","9.1","18.8","11.2","3.0",".",".",".",".",".",".",".","0.5","."
"103","002","","103","2.587","14.6","13.6","21.4","10.7","27.2","7.8","4.9",".",".",".",".",".",".",".",".","."
"103","301","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"The Evolving Universe","Course Total","","301","2.657","14.6","17.3","22.6","9.6","21.6","10.0","3.7","0.3",".",".",".",".",".",".","0.3","."
"104
Exploration of Solar System","001","","98","2.917","20.4","12.2","33.7","8.2","17.3","5.1","1.0",".",".",".",".",".",".","2.0",".","."
"150
Topics in Astronomy","001","","23","3.217","43.5","13.0","17.4","13.0","8.7",".","4.3",".",".",".",".",".",".",".",".","."
"160
Life in the Universe","001","","122","3.157","25.4","27.0","20.5","10.7","6.6",".","4.1","0.8",".",".",".",".",".",".","4.9","."
"199
Directed Study","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"200
The Physical Universe","001","","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"320
The Interstellar Medium","001","","28","3.321","28.6","25.0","35.7","3.6","7.1",".",".",".",".",".",".",".",".",".",".","."
"500
Tech-Mod Observatl Astrophy","001","","13","3.538","53.8","15.4","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"550
Astrodynamics","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"620
Smr-Astrophysical Topics","001","","21","4.000","95.2",".",".",".",".",".",".",".",".",".",".",".",".",".","4.8","."
"682","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"699","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","11","3.981","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"702
Basic Astrophysics II","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"715
Stellar Interiors&Evolution","001","","9","3.556","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","","24","",".",".",".",".",".",".",".","66.7",".",".",".","29.2",".",".","4.2","."
