"TERM : 1174","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","Office of the Registrar",""
"Spring 2016-2017","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section
#","Ave","A","AB","B","","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","",""
"In Transl:Scand Tale&Ballad","345
001
3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".   
."
"Lit in Trans-Icelandic Saga","346
001
1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".   
."
"Chaucer's Canterbury Tales","427
001
4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".   
."
"Survey of Medieval Lit","504
001
1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".   
."
"MEDIEVAL
633","9
Dept. Total","3.190","33.3","44.4","",".","11.1","",".","",".","11.1","",".","",".",".","",".","",".","",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".  
."
"Senior","5","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".  
."
"Undergraduates","6","2.825",".","66.7","",".","16.7","",".","",".","16.7","",".","",".",".","",".","",".","",".",".",".  
."
"Graduate","3","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".  
."
"","Dept. Total
9","3.190","33.3","44.4","",".","11.1","",".","",".","11.1","",".","",".",".","",".","",".","",".",".",".  
."
"June 30, 2017","","","","","","","","","","","","","","","","","","","","","","","","","Page 271 of 422"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","","","","","","","","","",""
