"TERM : 1174","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2016-2017","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"","MATERIALS SCI AND ENGINEERI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"636","M S & E","","","","","","","","","","","","","","","","","","",""
"636","M S & E","805
Dept. Total","3.457","35.9","23.4","16.5","5.1","2.6","0.4","0.6","8.2","0.1","2.7","",".","3.6","0.4",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"636","M S & E","","","","","","","","","","","","","","","","","","",""
"","Freshmen","1","***","","","","","","","","","",".","",".",".",".",".",".","."
