"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Intro to American Law","601
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Sociology of Law","641
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","715
001","61","1.557","13.1",".","27.9",".","9.8",".",".",".",".",".",".",".",".",".",".","."
"","715
002","56","1.518","12.5",".","30.4",".","5.4",".",".",".",".",".",".",".",".",".",".","."
"","715
003","52","0.769","1.9",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Torts I","Course Total","169","1.302","9.5",".","27.2",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Contracts II","721
001","29","1.295","13.8",".","27.6",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"","723
001","19","1.947","5.3",".","57.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","18","0.833",".",".","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","17","1.000",".",".","29.4",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","723
004","17","1.412",".",".","47.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
723","18","1.389","5.6",".","38.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","23","1.087","8.7",".","21.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","723
007","18","0.944",".",".","27.8",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","723
008","16","0.813",".",".","18.8",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","146","1.185","2.7",".","33.6",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"","724
001","77","1.208","9.1",".","26.0",".","2.6","1.3",".",".",".",".",".",".",".",".",".","."
"","724
002","76","1.211","9.2",".","23.7",".","6.6",".",".",".",".",".",".",".",".",".",".","."
"Property","Course Total","153","1.209","9.2",".","24.8",".","4.6","0.7",".",".",".",".",".",".",".",".",".","."
"","001
725","45","1.689","4.4",".","48.9",".","2.2",".",".",".",".",".",".",".",".",".",".","."
"","725
002","39","1.923","7.7",".","53.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","725
003","38","1.474","13.2",".","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Criminal Procedure","Course Total","122","1.697","8.2",".","45.1",".","0.8",".",".",".",".",".",".",".",".",".",".","."
"Federal Law & Indian Tribes","730
001","23","1.857","26.1",".","17.4",".","4.3","4.3",".","8.7",".",".",".",".",".",".",".","."
"","731
001","51","1.219","9.8",".","21.6",".","9.8",".",".",".",".",".",".",".",".",".",".","."
"","002
731","59","1.160","13.6",".","15.3",".","6.8",".",".",".",".",".",".",".",".",".","1.7","."
"Constitutional Law I","Course Total","110","1.188","11.8",".","18.2",".","8.2",".",".",".",".",".",".",".",".",".","0.9","."
"Payments Systems","735
001","9","1.222","11.1",".","11.1",".","22.2",".",".",".",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","23","2.000","21.7",".","34.8",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"Constitutional Law II","740
001","86","1.506","11.6",".","32.6",".","2.3",".",".",".",".",".",".",".",".",".","1.2","."
"","743
001","14","2.143","21.4",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","743
002","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Negotiations","Course Total","27","2.143","11.1",".","22.2",".",".",".",".","48.1",".",".",".",".",".",".",".","."
"Administrative Law","744
001","30","1.517","13.3",".","26.7",".","6.7",".","3.3","3.3",".",".",".",".",".",".",".","."
"Antitrust","748
001","7","0.571","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Trademarks","749
001","11","2.000","9.1",".","54.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Copyright Law","752
001","14","1.576","14.3",".","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Consumer Health Advocacy","768
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","771
001","65","1.471","16.9",".","10.8",".","7.7",".",".","21.5",".",".",".",".",".",".",".","."
"","771
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","771
003","10","1.400","10.0",".","20.0",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"Select Topics-Estate Planning","Course Total","80","1.393","15.0",".","12.5",".","8.8",".",".","17.5",".",".",".",".",".",".",".","."
"Use of Trusts-Estate Planning","772
001","9","1.857","22.2",".","11.1",".","11.1",".",".","22.2",".",".",".",".",".",".",".","."
"June 30, 2017","","","","","","","","","","","","","","","","","","Page 336 of 422",""
