"","650
001","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","650
002","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Parent Educ & Support Programs","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"Research Methods","793
001","10","3.850","70.0","30.0",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"INTER-HE
498","Dept. Total","110","3.665","48.2","42.7","4.5","1.8","0.9","0.9","",".","",".","",".",".","",".","",".","",".",".","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.444","29.6","55.6","3.7","3.7","3.7","3.7","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","67","3.716","52.2","40.3","6.0","1.5",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","4","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","99","3.646","46.5","44.4","5.1","2.0","1.0","1.0","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".","100.0","."
"Graduate","","10","3.850","70.0","30.0",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","110","3.665","48.2","42.7","4.5","1.8","0.9","0.9","",".","",".","",".",".","",".","",".","",".",".","0.9","."
